,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2015,1,Away,DEN,L,13-19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015,2,Away,OAK,L,33-37,0,2,0,0,0,0,0,0,0,0,0,0,0
2,2015,3,Home,CIN,L,28-24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2015,4,Away,PIT,W,23-20,1,2,17,17,17,0,0,0,0,0,0,0,0
4,2015,5,Home,CLE,L,33-30,1,2,1,1,1,0,0,0,0,0,0,0,0
5,2015,6,Away,SF,L,20-25,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2015,7,Away,ARI,L,18-26,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2015,8,Away,BAL,W,26-29,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2015,10,Away,BAL,L,22-20,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2015,11,Away,BAL,W,13-16,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2015,12,Away,CLE,W,33-27,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2015,13,Away,MIA,L,13-15,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2015,14,Away,BAL,L,35-6,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2015,15,Away,BAL,L,34-14,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2015,16,Away,BAL,W,17-20,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2015,17,Away,CIN,L,16-24,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2016,1,Away,BAL,W,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2016,2,Away,CLE,W,25-20,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2016,3,Away,JAC,W,19-17,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2016,4,Away,BAL,L,28-27,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2016,5,Home,WAS,L,16-10,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2016,6,Away,NYG,L,23-27,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2016,7,Away,NYJ,L,16-24,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2016,9,Home,PIT,W,14-21,2,3,17,8.5,9,0,0,0,0,0,0,0,0
8,2016,10,Home,CLE,W,7-28,2,2,14,7,10,1,0,0,0,0,0,0,0
9,2016,11,Away,DAL,L,17-27,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2016,12,Home,CIN,W,14-19,2,2,14,7,8,0,0,0,0,0,0,0,0
11,2016,13,Home,MIA,W,6-38,1,2,15,15,15,0,0,0,0,0,0,0,0
12,2016,14,Away,NE,L,23-30,1,3,3,3,3,1,0,0,0,0,0,0,0
13,2016,15,Home,PHI,W,26-27,1,2,11,11,11,0,0,0,0,0,0,0,0
14,2016,16,Away,PIT,L,27-31,1,2,11,11,11,0,0,0,0,0,0,0,0
15,2016,17,Away,CIN,L,10-27,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2018,14,Home,PIT,W,21-24,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018,15,Away,CIN,W,16-30,1,1,44,44,44,0,1,21,21,21,0,0,0
2,2018,16,Home,DEN,W,14-27,2,2,8,4,6,0,0,0,0,0,0,0,0
3,2018,17,Away,KC,W,3-35,3,3,23,7.7,11,0,0,0,0,0,0,0,0
0,2019,1,Home,DEN,W,16-24,7,8,70,10,25,0,0,0,0,0,0,0,0
1,2019,2,Home,KC,L,28-10,6,7,63,10.5,16,0,0,0,0,0,0,0,0
2,2019,3,Away,MIN,L,14-34,13,14,134,10.3,30,0,1,7,7,7,0,0,0
3,2019,4,Away,IND,W,31-24,7,8,53,7.6,17,0,0,0,0,0,0,0,0
4,2019,5,Home,CHI,W,21-24,4,5,39,9.8,13,0,0,0,0,0,0,0,0
5,2019,7,Away,GB,L,24-42,7,8,126,18,48,2,0,0,0,0,0,0,0
6,2019,8,Away,HOU,L,24-27,2,8,11,5.5,8,1,0,0,0,0,0,0,0
7,2019,9,Home,DET,W,24-31,2,2,52,26,31,0,0,0,0,0,0,0,0
8,2019,10,Home,LAC,W,24-26,3,5,40,13.3,27,0,0,0,0,0,0,0,0
9,2019,11,Home,CIN,W,10-17,5,7,78,15.6,32,0,1,-2,-2,-2,0,0,0
10,2019,12,Away,NYJ,L,3-34,3,6,41,13.7,19,0,0,0,0,0,0,0,0
11,2019,13,Away,KC,L,9-40,7,9,100,14.3,24,0,0,0,0,0,0,0,0
12,2019,14,Home,TEN,L,42-21,6,6,72,12,25,0,0,0,0,0,0,1,1
13,2019,15,Home,JAC,L,20-16,8,10,122,15.3,36,0,0,0,0,0,0,0,0
14,2019,16,Away,LAC,W,24-17,4,4,37,9.3,20,0,0,0,0,0,0,0,0
15,2019,17,Away,DEN,L,15-16,6,10,107,17.8,75,0,0,0,0,0,0,0,0
