,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Home,SEA,L,12-7,5,10,56,11.2,27,0,0,0,0,0,0,0,0
1,2013,2,Away,BUF,L,23-24,7,8,84,12,31,1,0,0,0,0,0,0,0
2,2013,3,Home,NYG,W,0-38,4,8,54,13.5,24,0,0,0,0,0,0,0,0
3,2013,5,Away,ARI,L,6-22,5,6,79,15.8,25,0,0,0,0,0,0,0,0
4,2013,6,Away,MIN,W,35-10,2,4,19,9.5,11,0,0,0,0,0,0,0,0
5,2013,7,Home,STL,W,15-30,4,4,47,11.8,25,0,0,0,0,0,0,0,0
6,2013,8,Away,TB,W,31-13,3,4,21,7,16,1,0,0,0,0,0,0,0
7,2013,9,Home,ATL,W,10-34,4,5,66,16.5,23,1,0,0,0,0,0,0,0
8,2013,10,Away,SF,W,10-9,1,3,14,14,14,0,0,0,0,0,0,0,0
9,2013,11,Home,NE,W,20-24,5,8,52,10.4,15,1,0,0,0,0,0,0,0
10,2013,12,Away,MIA,W,20-16,5,9,34,6.8,12,1,0,0,0,0,0,0,0
11,2013,13,Home,TB,W,6-27,5,7,85,17,30,0,0,0,0,0,0,0,0
12,2013,14,Away,NO,L,13-31,8,12,40,5,13,0,0,0,0,0,0,0,0
13,2013,15,Home,NYJ,W,20-30,5,8,88,17.6,27,0,0,0,0,0,0,0,0
14,2013,16,Home,NO,W,13-17,4,7,35,8.8,14,0,0,0,0,0,0,0,0
15,2013,17,Away,ATL,W,21-20,6,8,42,7,8,1,0,0,0,0,0,0,0
0,2014,1,Away,TB,W,20-14,8,11,83,10.4,22,1,0,0,0,0,0,0,0
1,2014,2,Home,DET,W,7-24,6,8,72,12,20,0,0,0,0,0,0,0,0
2,2014,3,Home,PIT,L,37-19,5,7,69,13.8,37,1,0,0,0,0,0,0,0
3,2014,4,Away,BAL,L,10-38,2,5,30,15,17,0,0,0,0,0,0,0,0
4,2014,5,Home,CHI,W,24-31,6,9,72,12,19,2,0,0,0,0,0,0,0
5,2014,6,Away,CIN,T,37-37,6,11,62,10.3,16,1,0,0,0,0,0,0,0
6,2014,7,Away,GB,L,17-38,8,8,105,13.1,23,0,0,0,0,0,0,0,0
7,2014,8,Home,SEA,L,13-9,1,3,16,16,16,0,0,0,0,0,0,0,0
8,2014,9,Home,NO,L,28-10,3,4,30,10,11,0,0,0,0,0,0,0,0
9,2014,10,Away,PHI,L,21-45,6,7,119,19.8,38,0,0,0,0,0,0,0,0
10,2014,11,Home,ATL,L,19-17,5,11,61,12.2,15,0,0,0,0,0,0,0,0
11,2014,13,Away,MIN,L,13-31,5,9,59,11.8,19,0,0,0,0,0,0,0,0
12,2014,14,Away,NO,W,41-10,10,11,72,7.2,16,1,0,0,0,0,0,1,0
13,2014,15,Home,TB,W,17-19,10,13,110,11,16,0,0,0,0,0,0,0,0
14,2014,16,Home,CLE,W,13-17,1,3,21,21,21,0,0,0,0,0,0,0,0
15,2014,17,Away,ATL,W,34-3,2,3,27,13.5,18,0,0,0,0,0,0,0,0
0,2015,1,Away,JAC,W,20-9,1,3,11,11,11,0,0,0,0,0,0,0,0
1,2015,2,Home,HOU,W,17-24,6,14,70,11.7,27,0,0,0,0,0,0,0,0
2,2015,3,Home,NO,W,22-27,8,11,134,16.8,52,2,0,0,0,0,0,0,0
3,2015,4,Away,TB,W,37-23,2,6,28,14,19,0,0,0,0,0,0,0,0
4,2015,6,Away,SEA,W,27-23,7,11,131,18.7,32,1,0,0,0,0,0,0,0
5,2015,7,Home,PHI,W,16-27,3,5,65,21.7,28,0,0,0,0,0,0,0,0
6,2015,8,Home,IND,W,26-29,6,12,79,13.2,27,1,0,0,0,0,0,0,0
7,2015,9,Home,GB,W,29-37,4,7,66,16.5,24,1,0,0,0,0,0,0,0
8,2015,10,Away,TEN,W,27-10,8,8,80,10,20,0,0,0,0,0,0,0,0
9,2015,11,Home,WAS,W,16-44,3,6,54,18,34,1,0,0,0,0,0,0,0
10,2015,12,Away,DAL,W,33-14,5,9,70,14,31,0,0,0,0,0,0,0,0
11,2015,13,Away,NO,W,41-38,9,12,129,14.3,32,0,0,0,0,0,0,1,1
12,2015,14,Home,ATL,W,0-38,3,4,52,17.3,24,0,0,0,0,0,0,0,0
13,2015,15,Away,NYG,W,38-35,6,8,79,13.2,37,1,0,0,0,0,0,0,0
14,2015,16,Away,ATL,L,13-20,4,6,40,10,15,0,0,0,0,0,0,0,0
15,2015,17,Home,TB,W,10-38,2,2,16,8,10,0,0,0,0,0,0,0,0
0,2016,1,Away,DEN,L,20-21,7,9,73,10.4,18,0,0,0,0,0,0,0,0
1,2016,2,Home,SF,W,27-46,5,8,122,24.4,78,1,0,0,0,0,0,0,0
2,2016,3,Home,MIN,L,22-10,6,10,64,10.7,18,0,0,0,0,0,0,0,0
3,2016,4,Away,ATL,L,33-48,6,13,76,12.7,24,1,0,0,0,0,0,0,0
4,2016,5,Home,TB,L,17-14,9,13,181,20.1,34,0,0,0,0,0,0,0,0
5,2016,6,Away,NO,L,38-41,6,7,94,15.7,20,0,0,0,0,0,0,0,0
6,2016,8,Home,ARI,W,20-30,1,3,11,11,11,0,0,0,0,0,0,0,0
7,2016,9,Away,LAR,W,13-10,5,7,52,10.4,18,1,0,0,0,0,0,0,0
8,2016,10,Home,KC,L,20-17,5,8,39,7.8,14,0,0,0,0,0,0,0,0
9,2016,11,Home,NO,W,20-23,4,7,33,8.3,12,0,0,0,0,0,0,0,0
10,2016,12,Away,OAK,L,32-35,4,5,45,11.3,20,0,0,0,0,0,0,0,0
11,2016,13,Away,SEA,L,7-40,3,7,30,10,16,0,0,0,0,0,0,0,0
12,2016,14,Home,SD,W,16-28,4,7,87,21.8,36,0,0,0,0,0,0,0,0
13,2016,15,Away,WAS,W,26-15,6,9,85,14.2,31,0,0,0,0,0,0,0,0
14,2016,16,Home,ATL,L,33-16,6,12,59,9.8,17,0,0,0,0,0,0,0,0
15,2016,17,Away,TB,L,16-17,3,4,22,7.3,13,0,0,0,0,0,0,0,0
0,2017,1,Away,SF,W,23-3,2,4,18,9,17,0,0,0,0,0,0,0,0
1,2017,2,Home,BUF,W,3-9,1,2,10,10,10,0,0,0,0,0,0,0,0
2,2017,3,Away,CAR,L,34-13,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2017,4,Away,NE,W,33-30,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2017,5,Away,DET,W,27-24,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2017,6,Away,CAR,L,28-23,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2017,7,Away,CHI,L,3-17,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2017,8,Away,TB,W,17-3,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2017,9,Away,CAR,W,17-20,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2017,10,Away,CAR,W,21-45,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2017,12,Away,NYJ,W,35-27,1,4,10,10,10,0,0,0,0,0,0,0,0
11,2017,13,Away,NO,L,21-31,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2017,14,Home,MIN,W,24-31,0,1,0,0,0,0,0,0,0,0,0,0,0
13,2017,15,Home,GB,W,24-31,9,12,116,12.9,30,1,0,0,0,0,0,0,0
14,2017,16,Home,TB,W,19-22,3,6,27,9,11,0,0,0,0,0,0,0,0
15,2017,17,Away,ATL,L,10-22,1,9,10,10,10,0,0,0,0,0,0,0,0
0,2018,1,Home,DAL,W,8-16,2,2,33,16.5,19,0,0,0,0,0,0,0,0
1,2018,2,Away,ATL,L,24-31,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2018,3,Away,CAR,W,21-31,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2018,5,Away,CAR,W,31-33,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2018,6,Away,WAS,L,17-23,4,7,48,12,18,0,0,0,0,0,0,0,0
5,2018,7,Away,PHI,W,21-17,2,5,5,2.5,4,1,0,0,0,0,0,0,0
6,2018,8,Home,BAL,W,21-36,4,4,56,14,17,1,0,0,0,0,0,0,0
7,2018,9,Home,TB,W,28-42,6,6,76,12.7,23,1,0,0,0,0,0,0,0
8,2018,10,Away,PIT,L,21-52,4,6,40,10,14,0,0,0,0,0,0,0,0
9,2018,11,Away,DET,L,19-20,2,3,9,4.5,8,1,0,0,0,0,0,0,0
10,2018,12,Home,SEA,L,30-27,2,4,11,5.5,6,0,0,0,0,0,0,0,0
11,2018,13,Away,TB,L,17-24,1,1,13,13,13,0,0,0,0,0,0,0,0
12,2018,14,Away,CLE,L,20-26,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2018,15,Away,CAR,L,12-9,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2018,16,Away,CAR,L,24-10,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2018,17,Away,NO,W,33-14,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2019,1,Home,LAR,L,30-27,4,9,36,9,14,0,0,0,0,0,0,0,0
1,2019,2,Home,TB,L,20-14,6,9,110,18.3,41,0,0,0,0,0,0,0,0
2,2019,3,Away,ARI,W,38-20,6,7,75,12.5,20,2,0,0,0,0,0,0,0
3,2019,4,Away,HOU,W,16-10,2,4,5,2.5,3,0,0,0,0,0,0,0,0
4,2019,5,Home,JAC,W,27-34,0,2,0,0,0,0,0,0,0,0,0,0,0
5,2019,6,Away,TB,W,37-26,4,7,52,13,18,0,0,0,0,0,0,0,0
6,2019,8,Away,SF,L,13-51,2,2,13,6.5,9,0,0,0,0,0,0,0,0
7,2019,9,Home,TEN,W,20-30,3,6,40,13.3,23,0,0,0,0,0,0,0,0
8,2019,10,Away,GB,L,16-24,8,10,98,12.3,18,0,0,0,0,0,0,0,0
9,2019,11,Home,ATL,L,29-3,5,5,57,11.4,26,0,0,0,0,0,0,0,0
10,2019,12,Away,NO,L,31-34,5,7,44,8.8,15,0,0,0,0,0,0,0,0
11,2019,13,Home,WAS,L,29-21,3,3,22,7.3,8,0,0,0,0,0,0,0,0
12,2019,14,Away,ATL,L,20-40,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2019,15,Away,CAR,L,30-24,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2019,16,Away,IND,L,6-38,2,5,33,16.5,28,0,0,0,0,0,0,0,0
15,2019,17,Home,NO,L,42-10,2,6,12,6,9,0,0,0,0,0,0,0,0
