,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Home,ATL,W,17-23,3,3,31,10.3,16,0,0,0,0,0,0,0,0
1,2013,2,Away,TB,W,16-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,3,Home,ARI,W,7-31,1,2,14,14,14,0,0,0,0,0,0,0,0
3,2013,4,Home,MIA,W,17-38,1,2,4,4,4,1,0,0,0,0,0,0,0
4,2013,5,Away,CHI,W,26-18,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2013,6,Away,NE,L,27-30,3,4,61,20.3,32,0,0,0,0,0,0,0,0
6,2013,8,Home,BUF,W,17-35,3,3,45,15,17,0,0,0,0,0,0,0,0
7,2013,9,Away,NYJ,L,20-26,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2013,10,Home,DAL,W,17-49,1,3,5,5,5,0,0,0,0,0,0,0,0
9,2013,11,Away,NO,W,20-23,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2013,12,Away,ATL,W,17-13,1,2,1,1,1,1,0,0,0,0,0,0,0
11,2013,13,Away,SEA,L,7-34,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2013,14,Home,CAR,W,13-31,1,1,20,20,20,0,0,0,0,0,0,0,0
13,2013,15,Away,STL,L,16-27,2,3,12,6,8,0,0,0,0,0,0,0,0
14,2013,16,Away,CAR,L,13-17,2,2,26,13,22,0,0,0,0,0,0,0,0
15,2013,17,Home,TB,W,17-42,1,2,7,7,7,0,0,0,0,0,0,0,0
0,2014,1,Away,ATL,L,34-37,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2014,2,Away,CLE,L,24-26,1,2,4,4,4,0,0,0,0,0,0,0,0
2,2014,3,Home,MIN,W,9-20,1,1,10,10,10,0,0,0,0,0,0,0,0
3,2014,4,Away,DAL,L,17-38,1,1,7,7,7,0,0,0,0,0,0,0,0
4,2014,5,Home,TB,W,31-37,5,7,43,8.6,13,0,0,0,0,0,0,0,0
5,2014,7,Away,DET,L,23-24,1,3,3,3,3,0,0,0,0,0,0,0,0
6,2014,8,Home,GB,W,23-44,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2014,9,Away,CAR,W,28-10,1,1,4,4,4,0,0,0,0,0,0,0,0
8,2014,10,Home,SF,L,27-24,1,3,13,13,13,0,0,0,0,0,0,0,0
9,2014,11,Home,CIN,L,27-10,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2014,12,Home,BAL,L,34-27,1,1,4,4,4,0,0,0,0,0,0,0,0
11,2014,13,Away,PIT,W,35-32,1,2,15,15,15,1,0,0,0,0,0,0,0
12,2014,14,Home,CAR,L,41-10,2,4,8,4,7,1,0,0,0,0,0,0,0
