,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2017,1,Away,MIA,-,,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2017,2,Home,CHI,W,7-29,1,3,17,17,17,0,0,0,0,0,0,0,0
2,2017,3,Away,MIN,L,17-34,1,1,12,12,12,0,0,0,0,0,0,0,0
3,2017,4,Home,NYG,W,23-25,2,4,63,31.5,58,1,0,0,0,0,0,0,0
4,2017,5,Home,NE,L,19-14,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2017,6,Away,ARI,L,33-38,1,3,15,15,15,0,0,0,0,0,0,0,0
6,2017,7,Away,BUF,L,27-30,6,6,98,16.3,33,2,0,0,0,0,0,1,0
7,2017,8,Home,CAR,L,17-3,2,2,16,8,10,0,0,0,0,0,0,0,0
8,2017,9,Away,NO,L,10-30,1,2,6,6,6,0,0,0,0,0,0,1,1
9,2017,10,Home,NYJ,W,10-15,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2017,11,Away,MIA,W,30-20,3,4,52,17.3,24,1,0,0,0,0,0,0,0
11,2017,12,Away,ATL,L,20-34,3,4,52,17.3,29,0,0,0,0,0,0,0,0
12,2017,13,Away,GB,L,20-26,1,2,17,17,17,0,0,0,0,0,0,0,0
13,2017,14,Home,DET,L,24-21,4,6,54,13.5,21,1,0,0,0,0,0,1,1
14,2017,15,Home,ATL,L,24-21,1,1,30,30,30,1,0,0,0,0,0,0,0
15,2017,16,Away,CAR,L,19-22,-,-,-,-,-,-,-,-,-,-,-,-,-
16,2017,17,Home,NO,W,24-31,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2018,1,Away,NO,W,48-40,2,2,54,27,35,0,0,0,0,0,0,0,0
1,2018,2,Home,PHI,W,21-27,3,4,96,32,75,1,0,0,0,0,0,0,0
2,2018,3,Home,PIT,L,30-27,6,8,72,12,21,0,0,0,0,0,0,0,0
3,2018,4,Away,CHI,L,10-48,0,3,0,0,0,0,0,0,0,0,0,0,0
4,2018,6,Away,ATL,L,29-34,4,4,62,15.5,21,1,0,0,0,0,0,0,0
5,2018,7,Home,CLE,W,23-26,5,9,67,13.4,24,0,0,0,0,0,0,0,0
6,2018,8,Away,CIN,L,34-37,4,4,68,17,20,1,0,0,0,0,0,0,0
7,2018,9,Away,CAR,L,28-42,4,6,53,13.3,31,2,0,0,0,0,0,0,0
8,2018,10,Home,WAS,L,16-3,1,2,15,15,15,0,0,0,0,0,0,0,0
9,2018,11,Away,NYG,L,35-38,5,6,78,15.6,24,0,0,0,0,0,0,0,0
10,2018,12,Home,SF,W,9-27,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2018,13,Home,CAR,W,17-24,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2018,14,Home,NO,L,28-14,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2018,15,Away,BAL,L,12-20,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2018,16,Away,DAL,L,20-27,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2018,17,Home,ATL,L,34-32,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2019,1,Home,SF,L,31-17,4,5,32,8,15,0,0,0,0,0,0,1,1
1,2019,2,Away,CAR,W,20-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,3,Home,NYG,L,32-31,3,4,66,22,30,0,0,0,0,0,0,0,0
3,2019,4,Away,LAR,W,55-40,3,3,33,11,14,0,0,0,0,0,0,0,0
4,2019,5,Away,NO,L,24-31,1,2,10,10,10,0,0,0,0,0,0,0,0
5,2019,6,Home,CAR,L,37-26,2,4,35,17.5,30,0,0,0,0,0,0,0,0
6,2019,8,Away,TEN,L,23-27,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2019,9,Away,SEA,L,34-40,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2019,10,Home,ARI,W,27-30,4,7,47,11.8,26,1,0,0,0,0,0,0,0
9,2019,11,Home,NO,L,34-17,0,1,0,0,0,0,0,0,0,0,0,0,0
10,2019,12,Away,ATL,W,35-22,1,2,10,10,10,0,0,0,0,0,0,0,0
11,2019,13,Away,JAC,W,28-11,5,6,61,12.2,25,0,0,0,0,0,0,0,0
12,2019,14,Home,IND,W,35-38,4,5,73,18.3,33,0,0,0,0,0,0,0,0
13,2019,15,Away,DET,W,38-17,4,7,46,11.5,25,0,0,0,0,0,0,0,0
14,2019,16,Home,HOU,L,23-20,3,7,46,15.3,18,0,0,0,0,0,0,0,0
15,2019,17,Home,ATL,L,28-22,0,0,0,0,0,0,0,0,0,0,0,0,0
