,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,PIT,W,16-9,3,4,40,13.3,25,0,0,0,0,0,0,1,0
1,2013,2,Away,HOU,L,24-30,1,2,10,10,10,1,0,0,0,0,0,0,0
2,2013,3,Home,SD,W,17-20,5,8,49,9.8,17,0,0,0,0,0,0,0,0
3,2013,4,Home,NYJ,W,13-38,3,4,14,4.7,7,1,0,0,0,0,0,0,0
4,2013,5,Home,KC,L,26-17,4,6,43,10.8,15,0,0,0,0,0,0,0,0
5,2013,6,Away,SEA,L,13-20,4,5,29,7.3,11,0,0,0,0,0,0,0,0
6,2013,7,Home,SF,L,31-17,3,5,52,17.3,26,1,0,0,0,0,0,0,0
7,2013,9,Away,STL,W,28-21,2,2,13,6.5,8,0,0,0,0,0,0,0,0
8,2013,10,Home,JAC,L,29-27,4,8,62,15.5,33,1,0,0,0,0,0,0,0
9,2013,11,Home,IND,L,30-27,10,10,91,9.1,19,1,0,0,0,0,0,0,0
10,2013,12,Away,OAK,W,23-19,5,9,46,9.2,14,0,0,0,0,0,0,0,0
11,2013,13,Away,IND,L,14-22,1,2,5,5,5,0,0,0,0,0,0,0,0
12,2013,14,Away,DEN,L,28-51,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2013,15,Home,ARI,L,37-34,8,11,53,6.6,22,1,0,0,0,0,0,0,0
14,2013,16,Away,JAC,W,20-16,4,7,35,8.8,11,0,0,0,0,0,0,0,0
15,2013,17,Home,HOU,W,10-16,3,3,29,9.7,11,0,0,0,0,0,0,0,0
0,2014,1,Away,KC,W,26-10,3,4,37,12.3,17,1,0,0,0,0,0,0,0
1,2014,2,Home,DAL,L,26-10,10,14,142,14.2,61,1,0,0,0,0,0,1,0
2,2014,3,Away,CIN,L,7-33,4,7,54,13.5,23,0,0,0,0,0,0,0,0
3,2014,4,Away,IND,L,17-41,5,7,84,16.8,31,1,0,0,0,0,0,0,0
4,2014,5,Home,CLE,L,29-28,4,4,47,11.8,21,0,0,0,0,0,0,0,0
5,2014,6,Home,JAC,W,14-16,3,8,57,19,37,0,0,0,0,0,0,0,0
6,2014,7,Away,WAS,L,17-19,2,5,17,8.5,12,0,0,0,0,0,0,0,0
7,2014,8,Home,HOU,L,30-16,4,9,37,9.3,15,1,0,0,0,0,0,0,0
8,2014,10,Away,BAL,L,7-21,3,5,37,12.3,17,0,0,0,0,0,0,0,0
9,2014,11,Away,TEN,L,27-24,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2014,12,Away,PHI,L,24-43,5,9,155,31,68,0,0,0,0,0,0,0,0
11,2014,13,Away,HOU,L,21-45,1,3,6,6,6,0,0,0,0,0,0,0,0
12,2014,14,Home,NYG,L,36-7,4,10,27,6.8,12,0,0,0,0,0,0,0,0
13,2014,15,Home,NYJ,L,16-11,4,5,93,23.3,33,0,0,0,0,0,0,0,0
14,2014,16,Away,JAC,L,13-21,4,6,54,13.5,21,0,0,0,0,0,0,0,0
15,2014,17,Home,IND,L,27-10,7,10,43,6.1,10,0,0,0,0,0,0,1,0
0,2015,1,Away,TB,W,42-14,3,3,43,14.3,22,1,0,0,0,0,0,0,0
1,2015,2,Away,CLE,L,14-28,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2015,3,Home,IND,L,35-33,7,10,68,9.7,19,0,0,0,0,0,0,0,0
3,2015,5,Home,BUF,L,14-13,4,6,36,9,16,0,0,0,0,0,0,0,0
4,2015,6,Home,MIA,L,38-10,8,10,97,12.1,25,0,0,0,0,0,0,0,0
5,2015,7,Home,ATL,L,10-7,7,9,55,7.9,12,0,0,0,0,0,0,0,0
6,2015,8,Away,HOU,L,6-20,6,6,62,10.3,15,0,0,0,0,0,0,0,0
7,2015,9,Away,NO,W,34-28,7,8,95,13.6,61,2,0,0,0,0,0,0,0
8,2015,10,Home,CAR,L,27-10,3,4,52,17.3,21,0,0,0,0,0,0,0,0
9,2015,11,Away,JAC,L,13-19,8,10,109,13.6,29,0,0,0,0,0,0,0,0
10,2015,12,Home,OAK,L,24-21,6,8,91,15.2,36,0,0,0,0,0,0,0,0
11,2015,13,Home,JAC,W,39-42,8,12,92,11.5,29,1,0,0,0,0,0,0,0
12,2015,14,Away,NYJ,L,8-30,7,13,71,10.1,16,0,0,0,0,0,0,0,0
13,2015,15,Away,NE,L,16-33,2,5,64,32,57,2,0,0,0,0,0,0,0
14,2015,16,Home,HOU,L,34-6,9,15,59,6.6,21,0,0,0,0,0,0,0,0
15,2015,17,Away,IND,L,24-30,9,14,94,10.4,29,0,1,36,36,36,0,0,0
0,2016,1,Home,MIN,L,25-16,3,5,42,14,26,0,0,0,0,0,0,0,0
1,2016,2,Away,DET,W,16-15,6,6,83,13.8,32,1,0,0,0,0,0,0,0
2,2016,3,Away,TEN,L,17-10,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2016,4,Away,HOU,L,20-27,2,8,34,17,24,0,0,0,0,0,0,0,0
4,2016,5,Away,MIA,W,30-17,5,8,66,13.2,29,1,0,0,0,0,0,1,0
5,2016,6,Home,CLE,W,26-28,1,2,21,21,21,0,0,0,0,0,0,0,0
6,2016,7,Home,IND,L,34-26,7,8,84,12,26,1,0,0,0,0,0,0,0
7,2016,8,Home,JAC,W,22-36,4,5,75,18.8,47,0,1,3,3,3,0,0,0
8,2016,9,Away,SD,L,35-43,5,9,42,8.4,20,1,0,0,0,0,0,0,0
9,2016,10,Home,GB,W,25-47,9,11,124,13.8,41,1,0,0,0,0,0,0,0
10,2016,11,Away,IND,L,17-24,4,6,36,9,14,0,0,0,0,0,0,0,0
