,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Home,GB,W,28-34,6,9,98,16.3,37,2,0,0,0,0,0,0,0
1,2013,2,Away,SEA,L,3-29,3,5,20,6.7,8,0,0,0,0,0,0,0,0
2,2013,3,Away,SF,L,27-7,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2013,4,Away,STL,W,35-11,2,4,18,9,12,1,0,0,0,0,0,0,0
4,2013,5,Home,HOU,W,3-34,3,6,88,29.3,64,1,0,0,0,0,0,0,0
5,2013,6,Home,ARI,W,20-32,8,11,180,22.5,61,2,0,0,0,0,0,0,0
6,2013,7,Away,TEN,W,31-17,4,8,62,15.5,24,0,0,0,0,0,0,0,0
7,2013,8,Away,JAC,W,42-10,3,4,52,17.3,31,1,0,0,0,0,0,0,0
8,2013,10,Home,CAR,L,10-9,1,2,2,2,2,0,0,0,0,0,0,0,0
9,2013,11,Away,NO,L,20-23,4,5,33,8.3,17,1,0,0,0,0,0,0,0
10,2013,12,Away,WAS,W,27-6,4,7,70,17.5,40,1,0,0,0,0,0,1,1
11,2013,13,Home,STL,W,13-23,4,5,82,20.5,23,1,0,0,0,0,0,0,0
12,2013,14,Home,SEA,W,17-19,2,3,21,10.5,13,1,0,0,0,0,0,0,0
13,2013,15,Away,TB,W,33-14,5,7,79,15.8,52,1,0,0,0,0,0,0,0
14,2013,16,Home,ATL,W,24-34,0,3,0,0,0,0,0,0,0,0,0,0,0
15,2013,17,Away,ARI,W,23-20,3,5,45,15,26,1,0,0,0,0,0,0,0
0,2014,1,Away,DAL,W,28-17,4,6,44,11,29,2,0,0,0,0,0,0,0
1,2014,2,Home,CHI,L,28-20,3,3,39,13,17,0,0,0,0,0,0,0,0
2,2014,3,Away,ARI,L,14-23,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2014,4,Home,PHI,W,21-26,2,3,8,4,5,0,0,0,0,0,0,0,0
