,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,SD,W,31-28,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2013,2,Home,TEN,W,24-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,3,Away,BAL,L,9-30,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2013,4,Home,SEA,L,23-20,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2013,5,Away,SF,L,3-34,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,6,Home,STL,L,38-13,2,3,18,9,10,0,0,0,0,0,0,0,0
6,2013,7,Away,KC,L,16-17,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2013,9,Home,IND,L,27-24,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2013,10,Away,ARI,L,24-27,1,1,2,2,2,1,0,0,0,0,0,0,0
9,2013,11,Away,HOU,L,28-23,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2013,12,Home,JAC,L,13-6,1,2,37,37,37,0,0,0,0,0,0,0,0
11,2013,13,Home,NE,L,34-31,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2013,14,Away,JAC,L,20-27,1,3,10,10,10,0,0,0,0,0,0,0,0
13,2013,15,Away,IND,L,3-25,6,6,62,10.3,22,0,0,0,0,0,0,0,0
14,2013,16,Home,DEN,L,37-13,5,5,66,13.2,40,0,0,0,0,0,0,0,0
15,2013,17,Away,TEN,L,10-16,3,7,49,16.3,18,0,0,0,0,0,0,0,0
0,2014,1,Home,WAS,W,6-17,1,2,6,6,6,0,0,0,0,0,0,0,0
1,2014,2,Away,OAK,W,30-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2014,3,Away,NYG,L,17-30,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2014,4,Home,BUF,W,17-23,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2014,5,Away,DAL,L,17-20,1,1,8,8,8,0,0,0,0,0,0,0,0
5,2014,6,Home,IND,L,33-28,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2014,7,Away,PIT,L,23-30,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2014,8,Away,TEN,W,30-16,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2014,9,Home,PHI,L,31-21,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2014,11,Away,CLE,W,23-7,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2014,12,Home,CIN,L,22-13,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2014,13,Home,TEN,W,21-45,1,3,8,8,8,1,0,0,0,0,0,0,0
12,2014,14,Away,JAC,W,27-13,1,1,25,25,25,0,0,0,0,0,0,0,0
13,2014,15,Away,IND,L,10-17,2,4,11,5.5,8,0,0,0,0,0,0,0,0
14,2014,16,Home,BAL,W,13-25,3,3,25,8.3,11,0,0,0,0,0,0,0,0
15,2014,17,Home,JAC,W,17-23,1,1,8,8,8,0,0,0,0,0,0,0,0
0,2015,1,Home,KC,L,27-20,1,4,18,18,18,0,0,0,0,0,0,0,0
1,2015,2,Away,CAR,L,17-24,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2015,3,Away,HOU,W,9-19,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2015,4,Away,ATL,L,21-48,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2015,5,Away,HOU,L,27-20,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2015,6,Away,JAC,W,31-20,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2015,7,Away,MIA,L,26-44,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2015,8,Away,HOU,W,6-20,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2015,10,Away,CIN,W,10-6,3,6,36,12,15,0,0,0,0,0,0,0,0
9,2015,11,Home,NYJ,W,17-24,2,2,6,3,7,0,0,0,0,0,0,0,0
10,2015,12,Home,NO,W,6-24,4,5,72,18,37,1,0,0,0,0,0,0,0
11,2015,13,Away,BUF,L,21-30,3,5,29,9.7,14,1,0,0,0,0,0,0,0
12,2015,14,Home,NE,L,27-6,1,6,20,20,20,0,0,0,0,0,0,0,0
13,2015,15,Away,IND,W,16-10,2,2,30,15,22,0,0,0,0,0,0,0,0
14,2015,16,Away,TEN,W,34-6,1,1,13,13,13,0,0,0,0,0,0,0,0
15,2015,17,Home,JAC,W,6-30,3,3,27,9,12,0,0,0,0,0,0,0,0
0,2016,1,Home,CHI,W,14-23,2,2,17,8.5,12,0,0,0,0,0,0,0,0
1,2016,2,Home,KC,W,12-19,1,2,5,5,5,0,0,0,0,0,0,0,0
2,2016,3,Away,NE,L,0-27,8,10,52,6.5,11,0,0,0,0,0,0,0,0
3,2016,4,Home,TEN,W,20-27,3,5,54,18,45,0,0,0,0,0,0,0,0
4,2016,5,Away,MIN,L,13-31,2,6,8,4,5,0,0,0,0,0,0,0,0
5,2016,6,Home,IND,W,23-26,3,5,31,10.3,12,0,0,0,0,0,0,0,0
6,2016,7,Away,DEN,L,9-27,2,5,13,6.5,9,0,0,0,0,0,0,0,0
7,2016,8,Home,DET,W,13-20,3,3,34,11.3,23,0,0,0,0,0,0,0,0
8,2016,10,Away,JAC,W,24-21,3,4,7,2.3,5,1,0,0,0,0,0,0,0
9,2016,11,Away,OAK,L,20-27,3,5,32,10.7,20,0,0,0,0,0,0,0,0
10,2016,12,Home,SD,L,21-13,4,5,36,9,15,0,0,0,0,0,0,0,0
11,2016,13,Away,GB,L,13-21,4,6,35,8.8,18,1,0,0,0,0,0,1,1
12,2016,14,Away,IND,W,22-17,2,2,23,11.5,12,0,0,0,0,0,0,0,0
13,2016,15,Home,JAC,W,20-21,8,8,85,10.6,23,0,0,0,0,0,0,0,0
14,2016,16,Home,CIN,W,10-12,0,2,0,0,0,0,0,0,0,0,0,0,0
15,2016,17,Away,TEN,L,17-24,2,4,10,5,9,0,0,0,0,0,0,0,0
0,2017,1,Home,JAC,L,29-7,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2017,2,Away,CIN,W,13-9,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2017,3,Away,NE,L,33-36,5,6,61,12.2,35,1,0,0,0,0,0,0,0
3,2017,4,Home,TEN,W,14-57,2,5,13,6.5,7,0,0,0,0,0,0,0,0
