,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2017,1,Away,DAL,L,3-19,4,5,44,11,31,0,0,0,0,0,0,0,0
1,2017,2,Home,DET,L,24-10,4,7,49,12.3,18,1,0,0,0,0,0,0,0
2,2017,3,Away,PHI,L,24-27,5,7,45,9,14,0,0,0,0,0,0,0,0
3,2017,4,Away,TB,L,23-25,6,11,62,10.3,21,0,0,0,0,0,0,0,0
4,2017,5,Home,LAC,L,27-22,0,4,0,0,0,0,0,0,0,0,0,0,0
5,2017,6,Away,DEN,W,23-10,5,7,82,16.4,26,1,0,0,0,0,0,0,0
6,2017,7,Home,SEA,L,24-7,6,12,60,10,25,1,0,0,0,0,0,0,0
7,2017,9,Home,LAR,L,51-17,4,10,70,17.5,26,1,0,0,0,0,0,0,0
8,2017,10,Away,SF,L,21-31,6,9,31,5.2,9,1,0,0,0,0,0,0,0
9,2017,11,Home,KC,W,9-12,1,6,9,9,9,0,0,0,0,0,0,0,0
10,2017,12,Away,WAS,L,10-20,3,7,18,6,14,0,0,0,0,0,0,0,0
11,2017,13,Away,OAK,L,17-24,7,8,99,14.1,29,1,0,0,0,0,0,0,0
12,2017,14,Home,DAL,L,30-10,4,7,54,13.5,35,0,0,0,0,0,0,0,0
13,2017,15,Home,PHI,L,34-29,8,13,87,10.9,28,0,1,14,14,14,0,0,0
14,2017,16,Away,ARI,L,0-23,1,2,12,12,12,0,0,0,0,0,0,0,0
15,2017,17,Home,WAS,W,10-18,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2018,1,Home,JAC,L,20-15,2,5,18,9,13,0,0,0,0,0,0,0,0
1,2018,2,Away,DAL,L,13-20,7,7,67,9.6,18,1,0,0,0,0,0,0,0
2,2018,3,Away,HOU,W,27-22,1,1,19,19,19,0,0,0,0,0,0,0,0
3,2018,4,Home,NO,L,33-18,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2018,5,Away,CAR,L,31-33,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2018,6,Home,PHI,L,34-13,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2018,7,Away,ATL,L,20-23,2,4,16,8,9,0,1,10,10,10,0,0,0
7,2018,8,Home,WAS,L,20-13,5,9,25,5,11,1,0,0,0,0,0,0,0
8,2018,10,Away,SF,W,27-23,4,5,46,11.5,31,0,0,0,0,0,0,0,0
9,2018,11,Home,TB,W,35-38,2,2,66,33,54,0,0,0,0,0,0,0,0
10,2018,12,Away,PHI,L,22-25,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2018,13,Home,CHI,W,27-30,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2018,14,Away,WAS,W,40-16,3,5,77,25.7,39,0,0,0,0,0,0,0,0
13,2018,15,Home,TEN,L,17-0,8,12,75,9.4,22,0,0,0,0,0,0,0,0
14,2018,16,Away,IND,L,27-28,6,6,87,14.5,32,0,2,26,13,14,0,0,0
15,2018,17,Home,DAL,L,36-35,5,8,81,16.2,51,1,0,0,0,0,0,0,0
0,2019,1,Away,DAL,L,17-35,11,14,116,10.5,22,1,0,0,0,0,0,0,0
1,2019,2,Home,BUF,L,28-14,6,8,48,8,33,0,0,0,0,0,0,0,0
2,2019,3,Away,TB,W,32-31,6,8,113,18.8,75,1,0,0,0,0,0,0,0
3,2019,4,Home,WAS,W,3-24,4,7,54,13.5,31,0,0,0,0,0,0,0,0
4,2019,5,Home,MIN,L,28-10,6,11,42,7,14,0,2,5,2.5,5,0,0,0
5,2019,6,Away,NE,L,14-35,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2019,7,Home,ARI,L,27-21,1,5,6,6,6,0,0,0,0,0,0,0,0
7,2019,8,Away,DET,L,26-31,4,7,40,10,18,1,0,0,0,0,0,0,0
8,2019,9,Home,DAL,L,37-18,6,8,48,8,15,0,1,2,2,2,0,0,0
9,2019,10,Away,NYJ,L,27-34,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2019,12,Away,CHI,L,14-19,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2019,13,Home,GB,L,31-13,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2019,14,Away,PHI,L,17-23,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2019,15,Home,MIA,W,20-36,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2019,16,Away,WAS,W,41-35,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2019,17,Home,PHI,L,34-17,-,-,-,-,-,-,-,-,-,-,-,-,-
