,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Home,NYG,W,31-36,8,9,70,8.8,21,2,0,0,0,0,0,0,0
1,2013,2,Away,KC,L,16-17,3,8,12,4,10,0,0,0,0,0,0,0,0
2,2013,3,Home,STL,W,7-31,5,6,67,13.4,23,0,0,0,0,0,0,0,0
3,2013,4,Away,SD,L,21-30,5,10,43,8.6,11,0,0,0,0,0,0,0,0
4,2013,5,Home,DEN,L,51-48,7,10,121,17.3,27,1,0,0,0,0,0,0,0
5,2013,6,Home,WAS,W,16-31,3,5,27,9,14,0,0,0,0,0,0,0,0
6,2013,7,Away,PHI,W,17-3,4,6,48,12,26,0,0,0,0,0,0,0,0
7,2013,8,Away,DET,L,30-31,2,2,15,7.5,13,0,0,0,0,0,0,0,0
8,2013,9,Home,MIN,W,23-27,8,10,102,12.8,26,1,0,0,0,0,0,0,0
9,2013,10,Away,NO,L,17-49,2,6,27,13.5,19,0,0,0,0,0,0,0,0
10,2013,12,Away,NYG,W,24-21,4,7,37,9.3,20,2,0,0,0,0,0,0,0
11,2013,13,Home,OAK,W,24-31,3,3,53,17.7,22,0,0,0,0,0,0,0,0
12,2013,14,Away,CHI,L,28-45,1,3,10,10,10,1,0,0,0,0,0,0,0
13,2013,15,Home,GB,L,37-36,4,8,71,17.8,27,1,0,0,0,0,0,0,0
14,2013,16,Away,WAS,W,24-23,2,2,13,6.5,8,0,0,0,0,0,0,0,0
15,2013,17,Home,PHI,L,24-22,12,16,135,11.3,34,0,0,0,0,0,0,0,0
0,2014,1,Home,SF,L,28-17,2,6,14,7,7,0,0,0,0,0,0,0,0
1,2014,2,Away,TEN,W,26-10,4,7,32,8,15,0,0,0,0,0,0,0,0
2,2014,3,Away,STL,W,34-31,4,5,49,12.3,15,0,0,0,0,0,0,0,0
3,2014,4,Home,NO,W,17-38,5,5,61,12.2,16,0,0,0,0,0,0,0,0
4,2014,5,Home,HOU,W,17-20,4,5,59,14.8,34,0,0,0,0,0,0,0,0
5,2014,6,Away,SEA,W,30-23,2,5,24,12,21,1,0,0,0,0,0,0,0
6,2014,7,Home,NYG,W,21-31,2,2,27,13.5,15,0,0,0,0,0,0,0,0
7,2014,8,Home,WAS,L,20-17,5,8,70,14,25,1,0,0,0,0,0,0,0
8,2014,9,Home,ARI,L,28-17,6,7,62,10.3,24,0,0,0,0,0,0,0,0
9,2014,10,Away,JAC,W,31-17,5,7,33,6.6,15,1,0,0,0,0,0,0,0
10,2014,12,Away,NYG,W,31-28,4,6,30,7.5,15,1,0,0,0,0,0,0,0
11,2014,13,Home,PHI,L,33-10,1,2,8,8,8,0,0,0,0,0,0,0,0
12,2014,14,Away,CHI,W,41-28,2,3,26,13,19,0,0,0,0,0,0,0,0
13,2014,15,Away,PHI,W,38-27,7,9,69,9.9,21,0,0,0,0,0,0,0,0
14,2014,16,Home,IND,W,7-42,7,7,90,12.9,25,1,0,0,0,0,0,0,0
15,2014,17,Away,WAS,W,44-17,4,6,49,12.3,18,0,0,0,0,0,0,0,0
0,2015,1,Home,NYG,W,26-27,8,9,60,7.5,15,2,0,0,0,0,0,0,0
1,2015,2,Away,PHI,W,20-10,7,8,56,8,11,0,0,0,0,0,0,0,0
2,2015,3,Home,ATL,L,39-28,6,8,65,10.8,19,0,0,0,0,0,0,0,0
3,2015,4,Away,NO,L,20-26,4,6,57,14.3,28,0,0,0,0,0,0,0,0
4,2015,5,Home,NE,L,30-6,5,6,33,6.6,16,0,0,0,0,0,0,1,1
5,2015,7,Away,NYG,L,20-27,6,8,73,12.2,35,0,0,0,0,0,0,0,0
