,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2017,1,Home,OAK,L,26-16,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2017,2,Away,JAC,W,37-16,2,3,30,15,32,1,0,0,0,0,0,0,0
2,2017,3,Home,SEA,W,27-33,1,2,24,24,24,1,0,0,0,0,0,0,0
3,2017,4,Away,HOU,L,14-57,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2017,5,Away,MIA,L,10-16,5,5,21,4.2,9,0,0,0,0,0,0,0,0
5,2017,6,Home,IND,W,22-36,1,1,10,10,10,0,0,0,0,0,0,0,0
6,2017,7,Away,CLE,W,12-9,2,4,22,11,14,0,0,0,0,0,0,0,0
7,2017,9,Home,BAL,W,20-23,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2017,10,Home,CIN,W,20-24,2,5,20,10,12,0,0,0,0,0,0,0,0
9,2017,11,Away,PIT,L,17-40,0,1,0,0,0,0,0,0,0,0,0,0,0
10,2017,12,Away,IND,W,20-16,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2017,13,Home,HOU,W,13-24,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2017,14,Away,ARI,L,7-12,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2017,15,Away,SF,L,23-25,1,1,5,5,5,0,0,0,0,0,0,0,0
14,2017,16,Home,LAR,L,27-23,1,2,13,13,13,0,0,0,0,0,0,0,0
15,2017,17,Home,JAC,W,10-15,3,3,12,4,5,0,0,0,0,0,0,0,0
0,2018,1,Away,MIA,L,20-27,1,3,12,12,12,0,0,0,0,0,0,0,0
1,2018,2,Home,HOU,W,17-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,3,Away,JAC,W,9-6,1,2,9,9,9,0,0,0,0,0,0,0,0
3,2018,4,Home,PHI,W,23-26,0,2,0,0,0,0,0,0,0,0,0,0,0
4,2018,5,Away,BUF,L,12-13,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2018,6,Home,BAL,L,21-0,1,1,12,12,12,0,0,0,0,0,0,0,0
6,2018,7,Away,LAC,L,19-20,2,3,11,5.5,8,0,0,0,0,0,0,0,0
7,2018,9,Away,DAL,W,28-14,2,2,33,16.5,26,1,0,0,0,0,0,0,0
8,2018,10,Home,NE,W,10-34,3,3,45,15,29,1,0,0,0,0,0,1,0
9,2018,11,Away,IND,L,10-38,6,8,44,7.3,9,0,0,0,0,0,0,0,0
10,2018,12,Away,HOU,L,17-34,2,2,63,31.5,61,1,0,0,0,0,0,0,0
11,2018,13,Home,NYJ,W,22-26,2,3,29,14.5,18,0,0,0,0,0,0,0,0
12,2018,14,Home,JAC,W,9-30,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2018,15,Away,NYG,W,17-0,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2018,16,Home,WAS,W,16-25,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2018,17,Home,IND,L,33-17,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2019,1,Away,CLE,W,43-13,1,1,7,7,7,0,1,10,10,10,0,0,0
1,2019,2,Home,IND,L,19-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,3,Away,JAC,L,7-20,2,3,20,10,20,0,0,0,0,0,0,0,0
3,2019,4,Away,ATL,W,24-10,1,1,5,5,5,0,0,0,0,0,0,0,0
4,2019,5,Home,BUF,L,14-7,1,2,57,57,57,0,0,0,0,0,0,0,0
5,2019,6,Away,DEN,L,0-16,1,1,8,8,8,0,0,0,0,0,0,0,0
6,2019,7,Home,LAC,W,20-23,3,3,64,21.3,35,0,0,0,0,0,0,0,0
7,2019,8,Home,TB,W,23-27,6,7,78,13,26,1,0,0,0,0,0,0,0
8,2019,9,Away,CAR,L,20-30,3,5,18,6,7,0,0,0,0,0,0,0,0
9,2019,10,Home,KC,W,32-35,4,6,30,7.5,9,0,0,0,0,0,0,0,0
10,2019,12,Home,JAC,W,20-42,0,0,0,0,0,0,1,4,4,4,0,0,0
11,2019,13,Away,IND,W,31-17,2,2,0,0,2,0,0,0,0,0,0,0,0
12,2019,14,Away,OAK,W,42-21,3,4,29,9.7,17,1,0,0,0,0,0,0,0
13,2019,15,Home,HOU,L,24-21,5,5,60,12,23,0,1,57,57,57,0,0,0
14,2019,16,Home,NO,L,38-28,3,4,63,21,41,1,0,0,0,0,0,0,0
15,2019,17,Away,HOU,W,35-14,0,0,0,0,0,0,1,7,7,7,0,0,0
