,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2016,1,Away,PHI,L,10-29,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2016,2,Home,BAL,L,25-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,3,Away,MIA,L,24-30,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2016,4,Away,WAS,L,20-31,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2016,5,Away,CLE,L,33-13,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2016,6,Away,TEN,L,26-28,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2016,7,Away,CIN,L,17-31,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2016,8,Home,NYJ,L,31-28,1,1,5,5,5,0,0,0,0,0,0,0,0
8,2016,9,Home,DAL,L,35-10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2016,10,Away,BAL,L,7-28,1,1,25,25,25,1,0,0,0,0,0,0,0
10,2016,11,Home,PIT,L,24-9,1,1,8,8,8,0,0,0,0,0,0,0,0
11,2016,12,Home,NYG,L,27-13,3,4,39,13,21,0,0,0,0,0,0,0,0
12,2016,14,Home,CIN,L,23-10,1,2,11,11,11,0,0,0,0,0,0,0,0
13,2016,15,Away,BUF,L,13-33,1,1,6,6,6,0,0,0,0,0,0,0,0
14,2016,16,Home,SD,W,17-20,1,1,21,21,21,0,0,0,0,0,0,0,0
15,2016,17,Away,PIT,L,24-27,1,1,12,12,12,1,0,0,0,0,0,0,0
0,2017,1,Home,PIT,L,21-18,4,5,42,10.5,21,0,0,0,0,0,0,0,0
1,2017,2,Away,BAL,L,10-24,2,4,61,30.5,49,0,0,0,0,0,0,0,0
2,2017,3,Away,IND,L,28-31,2,5,29,14.5,20,0,0,0,0,0,0,0,0
3,2017,4,Home,CIN,L,31-7,1,4,2,2,2,0,0,0,0,0,0,0,0
4,2017,5,Home,NYJ,L,17-14,3,4,24,8,17,0,0,0,0,0,0,0,0
5,2017,6,Away,HOU,L,17-33,2,3,9,4.5,6,1,0,0,0,0,0,0,0
6,2017,7,Home,TEN,L,12-9,2,4,27,13.5,17,0,0,0,0,0,0,0,0
7,2017,8,Home,MIN,L,33-16,1,3,0,0,0,0,0,0,0,0,0,0,0
8,2017,10,Away,DET,L,24-38,4,6,70,17.5,35,0,0,0,0,0,0,1,1
9,2017,11,Home,JAC,L,19-7,1,3,5,5,5,0,0,0,0,0,0,0,0
10,2017,12,Away,CIN,L,16-30,2,2,33,16.5,24,0,0,0,0,0,0,0,0
11,2017,13,Away,LAC,L,10-19,2,3,33,16.5,25,0,0,0,0,0,0,0,0
12,2017,14,Home,GB,L,27-21,2,3,16,8,11,0,0,0,0,0,0,0,0
13,2017,15,Home,BAL,L,27-10,2,4,32,16,23,0,0,0,0,0,0,0,0
14,2017,16,Away,CHI,L,3-20,3,4,12,4,5,0,0,0,0,0,0,0,0
15,2017,17,Away,PIT,L,24-28,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2018,1,Home,PIT,T,21-21,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018,2,Away,NO,L,18-21,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2018,3,Away,CLE,W,17-21,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2018,4,Away,OAK,L,42-45,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2018,5,Home,BAL,W,9-12,1,1,26,26,26,0,0,0,0,0,0,0,0
5,2018,6,Home,LAC,L,38-14,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2018,7,Away,TB,L,23-26,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2018,8,Away,PIT,L,18-33,2,2,28,14,24,1,0,0,0,0,0,0,0
8,2018,9,Home,KC,L,37-21,0,1,0,0,0,0,0,0,0,0,0,0,0
9,2018,10,Home,ATL,W,16-28,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2018,12,Away,CIN,W,35-20,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2018,13,Away,HOU,L,13-29,1,2,19,19,19,0,0,0,0,0,0,0,0
12,2018,14,Home,CAR,W,20-26,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2018,15,Away,DEN,W,17-16,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2018,16,Home,CIN,W,18-26,1,1,1,1,1,0,0,0,0,0,0,0,0
15,2018,17,Away,BAL,L,24-26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2019,1,Home,KC,L,40-26,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2019,2,Away,HOU,L,12-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,3,Home,TEN,W,7-20,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2019,4,Away,DEN,W,26-24,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2019,5,Away,CAR,L,27-34,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2019,6,Home,NO,L,13-6,1,1,16,16,16,0,0,0,0,0,0,0,0
6,2019,7,Away,CIN,W,27-17,0,2,0,0,0,0,0,0,0,0,0,0,0
7,2019,8,Home,NYJ,W,15-29,1,1,11,11,11,0,0,0,0,0,0,0,0
8,2019,9,Home,HOU,L,26-3,4,5,41,10.3,18,0,0,0,0,0,0,0,0
9,2019,11,Away,IND,L,13-33,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2019,12,Away,TEN,L,20-42,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2019,13,Away,JAC,L,28-11,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2019,14,Away,JAC,L,45-10,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2019,15,Away,OAK,W,20-16,2,2,23,11.5,12,0,0,0,0,0,0,0,0
14,2019,16,Away,ATL,L,12-24,3,6,45,15,20,0,0,0,0,0,0,0,0
15,2019,17,Home,IND,W,20-38,1,1,4,4,4,0,0,0,0,0,0,0,0
