,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,JAC,L,28-2,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2013,2,Away,OAK,L,9-19,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2013,3,Away,SEA,L,17-45,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2013,4,Home,IND,L,37-3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2013,5,Away,STL,L,20-34,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2013,6,Away,DEN,L,19-35,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2013,7,Home,SD,L,24-6,1,3,31,31,31,0,0,0,0,0,0,0,0
7,2013,8,Home,SF,L,42-10,1,3,6,6,6,0,0,0,0,0,0,1,1
8,2013,10,Away,TEN,W,29-27,3,6,39,13,27,0,0,0,0,0,0,0,0
9,2013,11,Home,ARI,L,27-14,3,7,23,7.7,9,0,0,0,0,0,0,0,0
10,2013,12,Away,HOU,W,13-6,1,1,18,18,18,0,0,0,0,0,0,0,0
11,2013,13,Away,CLE,W,32-28,3,4,26,8.7,14,1,0,0,0,0,0,0,0
12,2013,14,Home,HOU,W,20-27,2,4,42,21,41,1,0,0,0,0,0,0,0
13,2013,15,Home,BUF,L,27-20,4,7,54,13.5,25,1,0,0,0,0,0,0,0
14,2013,16,Home,TEN,L,20-16,4,6,50,12.5,30,1,0,0,0,0,0,0,0
15,2013,17,Away,IND,L,10-30,3,6,70,23.3,36,0,0,0,0,0,0,0,0
0,2014,1,Away,PHI,L,17-34,6,9,35,5.8,11,0,0,0,0,0,0,0,0
1,2014,2,Away,WAS,L,10-41,2,3,71,35.5,63,1,0,0,0,0,0,0,0
2,2014,3,Away,JAC,L,44-17,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2014,4,Away,SD,L,14-33,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2014,5,Away,JAC,L,17-9,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2014,6,Away,TEN,L,14-16,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2014,7,Away,JAC,W,6-24,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2014,8,Away,JAC,L,27-13,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2014,9,Away,CIN,L,23-33,-,-,-,-,-,-,-,-,-,-,-,-,-
