,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2018,1,Home,ATL,W,12-18,1,3,4,4,4,0,0,0,0,0,0,0,0
1,2018,2,Away,TB,L,21-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,3,Home,IND,W,16-20,7,7,73,10.4,19,1,0,0,0,0,0,0,0
3,2018,4,Away,TEN,L,23-26,2,2,13,6.5,10,0,0,0,0,0,0,0,0
4,2018,5,Home,MIN,L,23-21,2,2,16,8,11,0,0,0,0,0,0,0,0
5,2018,6,Away,NYG,W,34-13,1,1,7,7,7,0,0,0,0,0,0,0,0
6,2018,7,Home,CAR,L,21-17,4,5,43,10.8,21,1,0,0,0,0,0,0,0
7,2018,8,Away,JAC,W,24-18,1,1,32,32,32,1,0,0,0,0,0,0,0
8,2018,10,Home,DAL,L,27-20,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2018,11,Away,NO,L,7-48,0,1,0,0,0,0,0,0,0,0,0,0,0
10,2018,12,Home,NYG,W,22-25,3,4,33,11,16,0,0,0,0,0,0,0,0
11,2018,13,Home,WAS,W,13-28,0,3,0,0,0,0,0,0,0,0,0,0,0
12,2018,14,Away,DAL,L,23-29,4,5,44,11,26,1,0,0,0,0,0,0,0
13,2018,15,Away,LAR,W,30-23,2,2,12,6,10,0,0,0,0,0,0,0,0
14,2018,16,Home,HOU,W,30-32,3,3,30,10,24,0,0,0,0,0,0,0,0
15,2018,17,Away,WAS,W,24-0,3,3,27,9,25,0,0,0,0,0,0,0,0
0,2019,1,Home,WAS,W,27-32,2,3,16,8,9,0,0,0,0,0,0,0,0
1,2019,2,Away,ATL,L,20-24,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2019,3,Home,DET,L,27-24,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2019,4,Away,GB,W,34-27,2,3,16,8,13,1,0,0,0,0,0,0,0
4,2019,5,Home,NYJ,W,6-31,1,3,11,11,11,0,0,0,0,0,0,0,0
5,2019,6,Away,MIN,L,20-38,5,8,48,9.6,13,0,0,0,0,0,0,0,0
6,2019,7,Away,DAL,L,10-37,4,4,69,17.3,28,1,0,0,0,0,0,1,1
7,2019,8,Away,BUF,W,31-13,3,5,22,7.3,10,1,0,0,0,0,0,0,0
8,2019,9,Home,CHI,W,14-22,4,5,39,9.8,16,0,0,0,0,0,0,0,0
9,2019,11,Home,NE,L,17-10,3,6,36,12,21,1,0,0,0,0,0,0,0
10,2019,12,Home,SEA,L,17-9,7,8,32,4.6,14,0,0,0,0,0,0,1,1
11,2019,13,Away,MIA,L,31-37,6,7,66,11,24,0,0,0,0,0,0,0,0
12,2019,14,Home,NYG,W,17-23,3,6,41,13.7,28,0,0,0,0,0,0,0,0
13,2019,15,Away,WAS,W,37-27,5,6,55,11,20,0,0,0,0,0,0,0,0
14,2019,16,Home,DAL,W,9-17,9,12,91,10.1,22,1,0,0,0,0,0,0,0
15,2019,17,Away,NYG,W,34-17,4,10,65,16.3,28,0,0,0,0,0,0,0,0
