,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,CLE,W,23-10,5,6,54,10.8,20,0,0,0,0,0,0,0,0
1,2013,2,Away,IND,W,24-20,5,7,109,21.8,67,0,1,1,1,1,1,0,0
2,2013,3,Home,ATL,W,23-27,4,6,40,10,21,0,0,0,0,0,0,0,0
3,2013,4,Away,NO,L,17-38,6,6,42,7,14,1,0,0,0,0,0,0,0
4,2013,5,Home,BAL,L,26-23,3,6,52,17.3,45,1,0,0,0,0,0,0,0
5,2013,7,Home,BUF,L,23-21,1,3,7,7,7,1,0,0,0,0,0,0,0
6,2013,8,Away,NE,L,17-27,5,8,37,7.4,11,0,1,1,1,1,0,0,0
7,2013,9,Home,CIN,W,20-22,3,3,22,7.3,9,0,1,13,13,13,0,0,0
8,2013,10,Away,TB,L,19-22,4,8,21,5.3,14,0,2,0,0,1,0,0,0
9,2013,11,Home,SD,W,16-20,6,7,90,15,39,1,0,0,0,0,0,0,0
10,2013,12,Home,CAR,L,20-16,4,7,27,6.8,11,0,0,0,0,0,0,0,0
11,2013,13,Away,NYJ,W,23-3,7,10,80,11.4,28,0,1,0,0,0,0,0,0
12,2013,14,Away,PIT,W,34-28,7,10,97,13.9,40,2,0,0,0,0,0,0,0
13,2013,15,Home,NE,W,20-24,1,2,6,6,6,0,0,0,0,0,0,0,0
14,2013,16,Away,BUF,L,0-19,4,7,32,8,13,0,0,0,0,0,0,0,0
15,2013,17,Home,NYJ,L,20-7,4,6,43,10.8,21,0,1,0,0,0,0,0,0
0,2014,1,Home,NE,W,20-33,2,6,27,13.5,24,0,0,0,0,0,0,0,0
1,2014,2,Away,BUF,L,10-29,7,8,31,4.4,12,0,0,0,0,0,0,0,0
2,2014,3,Home,KC,L,34-15,3,4,21,7,8,0,0,0,0,0,0,0,0
3,2014,4,Away,OAK,W,38-14,2,4,32,16,17,0,0,0,0,0,0,0,0
4,2014,6,Home,GB,L,27-24,3,5,35,11.7,14,0,0,0,0,0,0,0,0
5,2014,7,Away,CHI,W,27-14,4,5,58,14.5,25,1,0,0,0,0,0,0,0
6,2014,8,Away,JAC,W,27-13,1,3,1,1,1,0,0,0,0,0,0,0,0
7,2014,9,Home,SD,W,0-37,5,8,65,13,24,1,0,0,0,0,0,0,0
8,2014,10,Away,DET,L,16-20,7,9,45,6.4,13,0,0,0,0,0,0,0,0
9,2014,11,Home,BUF,W,9-22,5,6,31,6.2,12,0,0,0,0,0,0,0,0
10,2014,12,Away,DEN,L,36-39,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2014,13,Away,NYJ,W,16-13,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2014,14,Home,BAL,L,28-13,2,3,41,20.5,27,0,0,0,0,0,0,0,0
13,2014,15,Away,NE,L,13-41,6,7,59,9.8,22,0,0,0,0,0,0,0,0
14,2014,16,Home,MIN,W,35-37,6,10,114,19,41,0,0,0,0,0,0,0,0
15,2014,17,Home,NYJ,L,37-24,5,6,45,9,23,1,0,0,0,0,0,0,0
0,2015,1,Home,IND,W,14-27,4,4,43,10.8,27,0,0,0,0,0,0,1,0
1,2015,2,Home,NE,L,40-32,3,5,19,6.3,9,1,0,0,0,0,0,0,0
2,2015,3,Away,MIA,W,41-14,5,7,82,16.4,25,1,0,0,0,0,0,0,0
3,2015,4,Home,NYG,L,24-10,9,13,111,12.3,27,0,0,0,0,0,0,0,0
4,2015,5,Away,TEN,W,14-13,1,3,7,7,7,0,0,0,0,0,0,0,0
5,2015,6,Home,CIN,L,34-21,9,13,62,6.9,19,0,0,0,0,0,0,0,0
6,2015,7,Away,JAC,L,31-34,3,5,26,8.7,12,0,0,0,0,0,0,0,0
7,2015,9,Home,MIA,W,17-33,1,1,6,6,6,0,0,0,0,0,0,0,0
8,2015,10,Away,NYJ,W,22-17,5,6,52,10.4,25,0,0,0,0,0,0,0,0
9,2015,11,Away,NE,L,13-20,1,3,14,14,14,0,0,0,0,0,0,0,0
10,2015,12,Away,KC,L,22-30,5,8,31,6.2,15,0,0,0,0,0,0,0,0
11,2015,13,Home,HOU,W,21-30,4,7,66,16.5,40,1,0,0,0,0,0,0,0
12,2015,14,Away,PHI,L,20-23,1,2,9,9,9,0,0,0,0,0,0,0,0
13,2015,15,Away,WAS,L,25-35,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2015,16,Away,BUF,W,6-16,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2015,17,Away,BUF,W,17-22,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2016,1,Away,BAL,L,7-13,2,3,40,20,33,0,0,0,0,0,0,0,0
1,2016,2,Home,NYJ,L,37-31,5,7,27,5.4,11,0,0,0,0,0,0,0,0
2,2016,3,Home,ARI,W,18-33,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2016,4,Away,NE,W,16-0,5,7,47,9.4,15,0,0,0,0,0,0,0,0
4,2016,5,Away,LAR,W,30-19,5,5,73,14.6,29,0,0,0,0,0,0,0,0
5,2016,6,Home,SF,W,16-45,5,7,52,10.4,20,0,0,0,0,0,0,0,0
6,2016,7,Away,MIA,L,25-28,2,5,29,14.5,18,0,0,0,0,0,0,0,0
7,2016,8,Home,NE,L,41-25,2,6,6,3,4,0,0,0,0,0,0,0,0
8,2016,9,Away,SEA,L,25-31,3,4,9,3,6,0,0,0,0,0,0,0,0
9,2016,11,Away,CIN,W,16-12,5,7,23,4.6,6,0,0,0,0,0,0,0,0
10,2016,12,Home,JAC,W,21-28,2,4,17,8.5,10,0,0,0,0,0,0,0,0
11,2016,13,Away,OAK,L,24-38,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2016,14,Home,PIT,L,27-20,3,6,52,17.3,40,1,0,0,0,0,0,0,0
13,2016,15,Home,CLE,W,13-33,7,7,72,10.3,19,1,0,0,0,0,0,0,0
14,2016,16,Home,MIA,L,34-31,8,10,85,10.6,18,2,0,0,0,0,0,0,0
15,2016,17,Away,NYJ,L,10-30,3,7,20,6.7,7,0,0,0,0,0,0,0,0
0,2017,1,Home,NYJ,W,12-21,4,9,53,13.3,35,1,0,0,0,0,0,0,0
1,2017,2,Away,CAR,L,3-9,3,3,23,7.7,12,0,0,0,0,0,0,1,0
2,2017,3,Home,DEN,W,16-26,6,6,39,6.5,10,1,0,0,0,0,0,0,0
3,2017,4,Away,ATL,W,23-17,5,7,112,22.4,44,0,0,0,0,0,0,0,0
4,2017,5,Away,CIN,L,16-20,2,3,31,15.5,24,0,0,0,0,0,0,0,0
5,2017,7,Away,BUF,W,27-30,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2017,8,Away,BUF,W,14-34,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2017,9,Away,NYJ,L,21-34,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2017,10,Home,NO,L,47-10,2,3,13,6.5,9,0,0,0,0,0,0,0,0
9,2017,11,Away,LAC,L,24-54,3,4,27,9,16,0,0,0,0,0,0,0,0
10,2017,12,Away,KC,W,16-10,4,4,60,15,33,0,0,0,0,0,0,0,0
11,2017,13,Home,NE,L,23-3,3,3,20,6.7,10,0,0,0,0,0,0,0,0
12,2017,14,Home,IND,W,7-13,2,5,11,5.5,10,0,0,0,0,0,0,0,0
13,2017,15,Home,MIA,W,16-24,5,9,68,13.6,29,0,0,0,0,0,0,0,0
14,2017,16,Away,NE,L,16-37,4,10,37,9.3,15,0,0,0,0,0,0,0,0
15,2017,17,Away,MIA,W,22-16,6,8,64,10.7,17,0,0,0,0,0,0,0,0
0,2018,1,Away,BAL,L,3-47,0,2,0,0,0,0,0,0,0,0,0,0,0
1,2018,2,Home,LAC,L,31-20,2,3,29,14.5,21,0,0,0,0,0,0,0,0
2,2018,3,Away,MIN,W,27-6,2,3,18,9,13,0,0,0,0,0,0,0,0
3,2018,4,Away,GB,L,0-22,4,6,40,10,17,0,0,0,0,0,0,0,0
4,2018,5,Home,TEN,W,12-13,1,1,12,12,12,0,0,0,0,0,0,0,0
5,2018,6,Away,HOU,L,13-20,4,5,20,5,10,0,0,0,0,0,0,0,0
6,2018,7,Away,IND,L,5-37,3,5,14,4.7,11,0,0,0,0,0,0,1,1
7,2018,8,Home,NE,L,25-6,3,6,36,12,21,0,0,0,0,0,0,0,0
8,2018,9,Home,CHI,L,41-9,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2018,10,Away,NYJ,W,41-10,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2018,12,Away,BUF,W,21-24,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2018,13,Away,MIA,L,17-21,1,2,9,9,9,0,0,0,0,0,0,0,0
12,2018,14,Home,NYJ,L,27-23,1,2,6,6,6,0,0,0,0,0,0,0,0
13,2018,15,Home,DET,W,13-14,0,1,0,0,0,0,0,0,0,0,0,0,0
