,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2015,1,Away,SF,L,3-20,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015,2,Home,DET,W,16-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,3,Home,SD,W,14-31,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2015,4,Away,DEN,L,20-23,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2015,6,Home,KC,W,10-16,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2015,7,Away,DET,W,28-19,1,1,13,13,13,0,0,0,0,0,0,0,0
6,2015,8,Away,CHI,W,23-20,2,3,15,7.5,9,0,0,0,0,0,0,0,0
7,2015,9,Home,STL,W,18-21,1,2,6,6,6,0,0,0,0,0,0,0,0
8,2015,10,Away,OAK,W,30-14,2,2,7,3.5,4,0,0,0,0,0,0,0,0
9,2015,11,Home,GB,L,30-13,1,1,8,8,8,0,0,0,0,0,0,0,0
10,2015,12,Away,ATL,W,20-10,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2015,13,Home,SEA,L,38-7,1,1,4,4,4,0,0,0,0,0,0,0,0
12,2015,14,Away,ARI,L,20-23,2,2,36,18,32,0,0,0,0,0,0,0,0
13,2015,15,Home,CHI,W,17-38,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2015,16,Home,NYG,W,17-49,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2015,17,Away,GB,W,20-13,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2016,4,Home,NYG,W,10-24,1,1,7,7,7,0,0,0,0,0,0,0,0
1,2016,5,Home,HOU,W,13-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,16,Home,WAS,W,41-21,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2016,17,Away,MIN,W,10-38,1,1,6,6,6,0,0,0,0,0,0,0,0
0,2017,14,Home,SF,W,26-16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2018,2,Home,HOU,W,17-20,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018,3,Away,JAC,W,9-6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,4,Home,PHI,W,23-26,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2018,5,Away,BUF,W,12-13,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2018,6,Home,BAL,W,21-0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2018,7,Away,LAC,W,19-20,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2018,9,Away,DAL,W,28-14,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2018,10,Home,NE,W,10-34,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2018,11,Away,IND,W,10-38,1,1,19,19,19,0,0,0,0,0,0,0,0
9,2018,12,Away,HOU,W,17-34,1,1,13,13,13,0,0,0,0,0,0,0,0
10,2018,13,Home,NYJ,W,22-26,1,1,4,4,4,0,0,0,0,0,0,0,0
11,2018,14,Home,JAC,W,9-30,1,1,9,9,9,0,0,0,0,0,0,0,0
12,2018,15,Away,NYG,W,17-0,1,2,2,2,2,0,0,0,0,0,0,0,0
13,2018,16,Home,WAS,W,16-25,2,3,29,14.5,27,1,0,0,0,0,0,0,0
14,2018,17,Home,IND,W,33-17,2,2,26,13,17,0,0,0,0,0,0,0,0
0,2019,1,Away,CLE,W,43-13,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,2,Home,IND,L,19-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,3,Away,JAC,L,7-20,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2019,4,Away,ATL,W,24-10,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2019,5,Home,BUF,L,14-7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2019,6,Away,DEN,L,0-16,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2019,7,Home,LAC,W,20-23,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2019,8,Home,TB,W,23-27,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2019,9,Away,CAR,L,20-30,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2019,10,Home,KC,W,32-35,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2019,12,Home,JAC,W,20-42,1,1,20,20,20,0,0,0,0,0,0,0,0
11,2019,13,Away,IND,W,31-17,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2019,14,Away,OAK,W,42-21,1,1,42,42,42,0,0,0,0,0,0,0,0
13,2019,15,Home,HOU,L,24-21,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2019,16,Home,NO,L,38-28,2,2,15,7.5,10,0,0,0,0,0,0,0,0
15,2019,17,Away,HOU,W,35-14,2,2,13,6.5,12,1,0,0,0,0,0,0,0
