,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2016,1,Home,TB,L,31-24,1,1,14,14,14,0,0,0,0,0,0,0,0
1,2016,2,Away,OAK,W,35-28,3,3,84,28,44,0,0,0,0,0,0,0,0
2,2016,3,Away,NO,W,45-32,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2016,4,Home,CAR,W,33-48,1,1,42,42,42,1,0,0,0,0,0,0,0
4,2016,5,Away,DEN,W,23-16,1,1,14,14,14,0,0,0,0,0,0,0,0
5,2016,6,Away,SEA,L,24-26,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2016,7,Home,SD,L,33-30,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2016,8,Home,GB,W,32-33,5,5,41,8.2,17,0,0,0,0,0,0,0,0
8,2016,9,Away,TB,W,43-28,3,6,46,15.3,28,1,0,0,0,0,0,0,0
9,2016,10,Away,PHI,L,15-24,1,3,8,8,8,0,0,0,0,0,0,0,0
10,2016,12,Home,ARI,W,19-38,2,2,8,4,5,0,0,0,0,0,0,0,0
11,2016,13,Home,KC,L,29-28,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2016,14,Away,LAR,W,42-14,1,3,5,5,5,0,0,0,0,0,0,0,0
13,2016,15,Home,SF,W,13-41,1,1,9,9,9,1,0,0,0,0,0,0,0
14,2016,16,Away,CAR,W,33-16,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2016,17,Away,ATL,W,32-38,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2017,1,Away,CHI,W,23-17,2,2,128,64,88,1,0,0,0,0,0,0,0
1,2017,2,Home,GB,W,23-34,2,2,7,3.5,4,0,0,0,0,0,0,0,0
2,2017,3,Away,DET,W,30-26,1,2,9,9,9,0,0,0,0,0,0,0,0
3,2017,4,Home,BUF,L,23-17,5,7,50,10,18,0,0,0,0,0,0,0,0
4,2017,6,Home,MIA,L,20-17,7,9,48,6.9,11,0,0,0,0,0,0,0,0
5,2017,7,Away,NE,L,7-23,1,1,6,6,6,0,0,0,0,0,0,0,0
6,2017,8,Away,NYJ,W,25-20,4,6,47,11.8,21,1,0,0,0,0,0,0,0
7,2017,9,Away,CAR,L,17-20,3,6,36,12,16,0,0,0,0,0,0,0,0
8,2017,10,Home,DAL,W,7-27,6,6,49,8.2,14,1,0,0,0,0,0,0,0
9,2017,11,Away,SEA,W,34-31,2,2,-1,-0.5,1,0,0,0,0,0,0,0,0
10,2017,12,Home,TB,W,20-34,3,5,38,12.7,20,0,0,0,0,0,0,0,0
11,2017,13,Home,MIN,L,14-9,3,4,21,7,8,0,0,0,0,0,0,0,0
12,2017,14,Home,NO,W,17-20,2,4,23,11.5,12,0,0,0,0,0,0,0,0
13,2017,15,Away,TB,W,24-21,2,2,12,6,7,0,0,0,0,0,0,0,0
14,2017,16,Away,NO,L,13-23,3,4,18,6,10,0,0,0,0,0,0,0,0
15,2017,17,Home,CAR,W,10-22,3,3,35,11.7,24,0,0,0,0,0,0,0,0
0,2018,1,Away,PHI,L,12-18,3,4,24,8,15,0,0,0,0,0,0,0,0
1,2018,2,Home,CAR,W,24-31,5,5,59,11.8,30,1,0,0,0,0,0,0,0
2,2018,3,Home,NO,L,43-37,3,4,23,7.7,12,0,0,0,0,0,0,0,0
3,2018,4,Home,CIN,L,37-36,1,2,19,19,19,0,0,0,0,0,0,0,0
4,2018,5,Away,PIT,L,17-41,9,12,77,8.6,23,0,0,0,0,0,0,0,0
5,2018,6,Home,TB,W,29-34,9,10,71,7.9,14,1,0,0,0,0,0,0,0
6,2018,7,Home,NYG,W,20-23,3,4,48,16,36,0,0,0,0,0,0,0,0
7,2018,9,Away,WAS,W,38-14,3,3,41,13.7,23,0,0,0,0,0,0,0,0
8,2018,10,Away,CLE,L,16-28,10,11,56,5.6,10,1,0,0,0,0,0,0,0
9,2018,11,Home,DAL,L,22-19,4,8,27,6.8,9,0,0,0,0,0,0,0,0
10,2018,12,Away,NO,L,17-31,5,5,31,6.2,12,0,0,0,0,0,0,0,0
11,2018,13,Home,BAL,L,26-16,5,5,44,8.8,17,1,0,0,0,0,0,0,0
12,2018,14,Away,GB,L,20-34,4,6,37,9.3,11,0,0,0,0,0,0,0,0
13,2018,15,Home,ARI,W,14-40,0,1,0,0,0,0,0,0,0,0,0,0,0
14,2018,16,Away,CAR,W,24-10,2,2,36,18,32,0,0,0,0,0,0,0,0
15,2018,17,Away,TB,W,34-32,5,6,67,13.4,20,0,0,0,0,0,0,0,0
0,2019,1,Away,MIN,L,12-28,9,9,77,8.6,16,0,0,0,0,0,0,0,0
1,2019,2,Home,PHI,W,20-24,4,6,34,8.5,14,0,0,0,0,0,0,0,0
2,2019,3,Away,IND,L,24-27,6,7,66,11,20,2,0,0,0,0,0,0,0
3,2019,4,Home,TEN,L,24-10,9,11,130,14.4,28,0,0,0,0,0,0,0,0
4,2019,5,Away,HOU,L,32-53,6,9,56,9.3,18,0,0,0,0,0,0,0,0
5,2019,6,Away,ARI,L,33-34,8,8,117,14.6,30,1,0,0,0,0,0,0,0
6,2019,7,Home,LAR,L,37-10,4,5,46,11.5,19,1,0,0,0,0,0,0,0
7,2019,8,Home,SEA,L,27-20,6,7,65,10.8,35,1,0,0,0,0,0,0,0
8,2019,10,Away,NO,W,26-9,4,5,17,4.3,9,1,0,0,0,0,0,0,0
9,2019,11,Away,CAR,W,29-3,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2019,12,Away,ATL,L,35-22,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2019,13,Away,ATL,L,26-18,-,-,-,-,-,-,-,-,-,-,-,-,-
