,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2015,1,Away,DEN,L,13-19,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2015,2,Away,OAK,L,33-37,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2015,3,Away,BAL,L,28-24,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2015,4,Away,PIT,W,23-20,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2015,5,Away,BAL,L,33-30,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2015,6,Away,SF,L,20-25,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2015,7,Away,ARI,L,18-26,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2015,8,Away,BAL,W,26-29,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2015,10,Away,BAL,L,22-20,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2015,11,Away,BAL,W,13-16,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2015,12,Away,CLE,W,33-27,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2015,13,Away,MIA,L,13-15,1,1,17,17,17,0,0,0,0,0,0,0,0
12,2015,14,Home,SEA,L,35-6,5,6,47,9.4,31,0,0,0,0,0,0,0,0
13,2015,15,Home,KC,L,34-14,0,3,0,0,0,0,0,0,0,0,0,0,0
14,2015,16,Home,PIT,W,17-20,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2015,17,Away,CIN,L,16-24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2016,5,Home,WAS,W,16-10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2016,6,Away,NYG,W,23-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,12,Home,TEN,W,27-21,3,4,24,8,9,1,0,0,0,0,0,0,0
3,2016,13,Home,SF,W,6-26,2,2,13,6.5,7,0,0,0,0,0,0,0,0
4,2016,14,Away,DET,W,17-20,6,6,42,7,11,0,0,0,0,0,0,0,0
5,2016,15,Home,GB,W,30-27,1,2,8,8,8,0,0,0,0,0,0,0,0
6,2016,16,Home,WAS,W,41-21,2,4,19,9.5,10,0,0,0,0,0,0,0,0
7,2016,17,Away,MIN,W,10-38,2,2,18,9,12,0,0,0,0,0,0,0,0
0,2017,1,Home,ATL,L,23-17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2017,2,Away,TB,L,7-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,3,Away,CHI,W,17-23,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2017,4,Away,GB,L,14-35,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2017,5,Home,MIN,L,20-17,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2017,6,Away,BAL,W,27-24,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2017,7,Home,CAR,W,3-17,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2017,8,Away,NO,L,12-20,1,1,9,9,9,0,0,0,0,0,0,0,0
8,2017,10,Home,GB,L,23-16,2,3,23,11.5,16,0,0,0,0,0,0,0,0
9,2017,11,Home,DET,L,27-24,2,5,23,11.5,13,0,0,0,0,0,0,0,0
10,2017,12,Away,PHI,L,3-31,2,3,20,10,12,0,0,0,0,0,0,0,0
11,2017,13,Home,SF,L,15-14,1,1,13,13,13,0,0,0,0,0,0,0,0
12,2017,14,Away,CIN,W,33-7,2,2,9,4.5,6,0,0,0,0,0,0,0,0
13,2017,15,Away,DET,L,10-20,3,4,32,10.7,17,0,0,0,0,0,0,0,0
14,2017,16,Home,CLE,W,3-20,0,1,0,0,0,0,0,0,0,0,0,0,0
15,2017,17,Away,MIN,L,10-23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2018,1,Away,GB,L,23-24,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2018,2,Home,SEA,W,17-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,3,Away,ARI,W,16-14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2018,4,Home,TB,W,10-48,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2018,6,Away,MIA,L,28-31,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2018,7,Home,NE,L,38-31,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2018,8,Home,NYJ,W,10-24,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2018,9,Away,BUF,W,41-9,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2018,10,Home,DET,W,22-34,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2018,11,Home,MIN,W,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2018,12,Away,DET,W,23-16,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2018,13,Away,NYG,L,27-30,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2018,14,Home,LAR,W,6-15,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2018,15,Home,GB,W,17-24,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2018,16,Away,SF,W,14-9,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2018,17,Away,MIN,W,24-10,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2019,1,Home,BUF,L,17-16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2019,2,Home,CLE,L,23-3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,3,Away,NE,L,14-30,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2019,5,Away,PHI,L,6-31,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2019,6,Home,DAL,W,22-24,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2019,7,Home,NE,L,33-0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2019,8,Away,JAC,L,15-29,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2019,9,Away,MIA,L,18-26,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2019,10,Home,NYG,W,27-34,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2019,11,Away,WAS,W,34-17,1,1,20,20,20,1,0,0,0,0,0,0,0
10,2019,12,Home,OAK,W,3-34,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2019,13,Away,CIN,L,6-22,1,1,9,9,9,0,0,0,0,0,0,0,0
12,2019,14,Home,MIA,W,21-22,1,2,7,7,7,0,0,0,0,0,0,0,0
13,2019,15,Away,BAL,L,21-42,1,2,4,4,4,0,0,0,0,0,0,0,0
14,2019,16,Home,PIT,W,10-16,0,1,0,0,0,0,0,0,0,0,0,0,0
15,2019,17,Away,BUF,W,13-6,3,4,32,10.7,24,0,0,0,0,0,0,0,0
