,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2017,1,Home,NYG,W,3-19,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2017,2,Away,DEN,L,17-42,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2017,3,Away,ARI,W,28-17,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2017,4,Home,LAR,L,35-30,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2017,5,Home,GB,L,35-31,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2017,7,Away,SF,W,40-10,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2017,8,Away,WAS,W,33-19,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2017,9,Home,KC,W,17-28,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2017,10,Away,ATL,L,7-27,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2017,11,Home,PHI,L,37-9,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2017,12,Home,LAC,L,28-6,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2017,13,Home,WAS,W,14-38,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2017,14,Away,NYG,W,30-10,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2017,15,Away,OAK,W,20-17,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2017,16,Home,SEA,L,21-12,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2017,17,Away,PHI,W,6-0,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2018,1,Away,CAR,L,8-16,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2018,2,Home,NYG,W,13-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,3,Away,SEA,L,13-24,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2018,4,Home,DET,W,24-26,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2018,5,Away,HOU,L,16-19,1,2,11,11,11,0,0,0,0,0,0,0,0
5,2018,6,Home,JAC,W,7-40,0,1,0,0,0,0,0,0,0,0,0,0,0
6,2018,7,Away,WAS,L,17-20,1,1,16,16,16,0,0,0,0,0,0,0,0
7,2018,9,Home,TEN,L,28-14,2,2,15,7.5,10,0,0,0,0,0,0,0,0
8,2018,10,Away,PHI,W,27-20,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2018,11,Away,ATL,W,22-19,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2018,12,Home,WAS,W,23-31,2,2,25,12.5,13,0,0,0,0,0,0,0,0
11,2018,13,Home,NO,W,10-13,1,1,12,12,12,0,0,0,0,0,0,0,0
12,2018,14,Home,PHI,W,23-29,7,7,56,8,22,0,0,0,0,0,0,0,0
13,2018,15,Away,IND,L,0-23,4,7,45,11.3,18,0,0,0,0,0,0,0,0
14,2018,16,Home,TB,W,20-27,2,3,8,4,5,0,0,0,0,0,0,0,0
15,2018,17,Away,NYG,W,36-35,7,8,119,17,39,3,0,0,0,0,0,0,0
0,2019,1,Home,NYG,W,17-35,3,3,39,13,28,1,0,0,0,0,0,0,0
1,2019,2,Away,WAS,W,31-21,1,1,22,22,22,0,0,0,0,0,0,0,0
2,2019,3,Home,MIA,W,6-31,1,3,3,3,3,0,0,0,0,0,0,0,0
3,2019,4,Away,NO,L,10-12,3,3,49,16.3,35,0,0,0,0,0,0,0,0
4,2019,5,Home,GB,L,34-24,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2019,6,Away,NYJ,L,22-24,2,4,6,3,5,0,0,0,0,0,0,0,0
6,2019,7,Home,PHI,W,10-37,1,1,1,1,1,1,0,0,0,0,0,0,0
7,2019,9,Away,NYG,W,37-18,1,1,42,42,42,1,0,0,0,0,0,0,0
8,2019,10,Home,MIN,L,28-24,3,4,35,11.7,26,0,0,0,0,0,0,0,0
9,2019,11,Away,DET,W,35-27,2,2,38,19,23,0,0,0,0,0,0,0,0
10,2019,12,Away,NE,L,9-13,3,4,17,5.7,8,0,0,0,0,0,0,1,0
11,2019,13,Home,BUF,L,26-15,2,3,9,4.5,10,0,0,0,0,0,0,0,0
12,2019,14,Away,CHI,L,24-31,6,7,50,8.3,12,0,0,0,0,0,0,0,0
13,2019,15,Home,LAR,W,21-44,2,3,40,20,20,0,0,0,0,0,0,0,0
14,2019,16,Away,PHI,L,9-17,1,1,14,14,14,0,0,0,0,0,0,0,0
15,2019,17,Home,WAS,W,16-47,0,1,0,0,0,0,0,0,0,0,0,0,0
