,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Home,GB,W,28-34,1,2,25,25,25,0,0,0,0,0,0,0,0
1,2013,2,Away,SEA,L,3-29,1,2,19,19,19,0,0,0,0,0,0,0,0
2,2013,3,Home,IND,L,27-7,1,3,6,6,6,0,0,0,0,0,0,0,0
3,2013,4,Away,STL,W,35-11,1,2,9,9,9,0,0,0,0,0,0,0,0
4,2013,5,Home,HOU,W,3-34,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,6,Home,ARI,W,20-32,1,1,7,7,7,0,0,0,0,0,0,0,0
6,2013,7,Away,TEN,W,31-17,1,2,20,20,20,0,0,0,0,0,0,0,0
7,2013,8,Away,JAC,W,42-10,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2013,10,Home,CAR,L,10-9,0,2,0,0,0,0,0,0,0,0,0,0,0
9,2013,11,Away,NO,L,20-23,1,2,10,10,10,0,0,0,0,0,0,0,0
10,2013,12,Away,WAS,W,27-6,1,1,23,23,23,0,0,0,0,0,0,0,0
11,2013,13,Home,STL,W,13-23,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2013,14,Home,SEA,W,17-19,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2013,15,Away,TB,W,33-14,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2013,16,Home,ATL,W,24-34,0,2,0,0,0,0,0,0,0,0,0,0,0
15,2013,17,Away,ARI,W,23-20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2014,1,Away,DAL,W,28-17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2014,2,Home,CHI,L,28-20,1,2,9,9,9,0,0,0,0,0,0,0,0
2,2014,3,Away,ARI,L,14-23,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2014,4,Away,SF,W,21-26,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2014,5,Home,KC,W,17-22,0,2,0,0,0,0,0,0,0,0,0,0,0
5,2014,6,Away,STL,W,31-17,1,2,21,21,21,0,0,0,0,0,0,1,1
6,2014,7,Away,DEN,L,17-42,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2014,9,Home,STL,L,13-10,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2014,10,Away,NO,W,27-24,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2014,11,Away,NYG,W,16-10,0,2,0,0,0,0,0,0,0,0,0,0,0
10,2014,12,Away,SF,W,13-17,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2014,13,Away,SF,L,19-3,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2014,14,Away,OAK,L,13-24,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2014,15,Away,SEA,L,7-17,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2014,16,Away,SF,L,38-35,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2014,17,Away,SF,W,17-20,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2015,1,Home,MIN,W,3-20,1,1,5,5,5,0,0,0,0,0,0,0,0
1,2015,2,Away,PIT,L,18-43,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2015,3,Away,ARI,L,7-47,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2015,4,Home,GB,L,17-3,1,2,7,7,7,0,0,0,0,0,0,1,0
4,2015,5,Away,NYG,L,27-30,2,3,9,4.5,6,0,0,0,0,0,0,0,0
5,2015,6,Home,BAL,W,20-25,1,1,10,10,10,0,0,0,0,0,0,0,0
6,2015,7,Home,SEA,L,20-3,1,1,1,1,1,0,0,0,0,0,0,0,0
7,2015,8,Away,STL,L,6-27,1,2,13,13,13,0,0,0,0,0,0,0,0
8,2015,9,Home,ATL,W,16-17,2,5,19,9.5,13,0,0,0,0,0,0,0,0
9,2015,11,Away,SEA,L,13-29,4,4,65,16.3,36,1,0,0,0,0,0,0,0
10,2015,12,Home,ARI,L,19-13,6,7,71,11.8,20,1,0,0,0,0,0,1,0
11,2015,13,Away,CHI,W,26-20,2,3,18,9,12,0,0,0,0,0,0,0,0
12,2015,14,Away,CLE,L,10-24,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2015,15,Home,CIN,L,24-14,1,4,10,10,10,0,0,0,0,0,0,0,0
14,2015,16,Away,DET,L,17-32,5,7,61,12.2,26,1,0,0,0,0,0,0,0
15,2015,17,Home,STL,W,16-19,3,5,37,12.3,24,0,0,0,0,0,0,0,0
0,2016,1,Home,LAR,W,0-28,2,3,14,7,8,1,0,0,0,0,0,0,0
