,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Yu-Y/A,Ru-Lg,Ru-TD,Fum,FumL
4,2017,5,Away,OAK,W,30-17,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2017,6,Home,CHI,L,27-24,1,1,6,6,6,0,0,0,0,0,0,1,1
6,2017,7,Away,MIN,L,16-24,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2017,8,Away,BAL,W,0-40,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2017,9,Away,TEN,L,20-23,3,3,29,9.7,17,0,0,0,0,0,0,0,0
9,2017,11,Away,GB,W,23-0,2,2,6,3,4,0,0,0,0,0,0,0,0
10,2017,12,Home,HOU,W,16-23,1,1,12,12,12,0,0,0,0,0,0,0,0
11,2017,13,Home,DET,W,20-44,1,2,1,1,1,0,0,0,0,0,0,0,0
12,2017,14,Away,PIT,L,38-39,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2017,15,Away,CLE,W,27-10,0,1,0,0,0,0,1,4,4,4,0,0,0
14,2017,16,Home,IND,W,16-23,2,3,6,3,4,1,0,0,0,0,0,0,0
15,2017,17,Home,CIN,L,31-27,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2018,1,Home,BUF,W,3-47,3,3,32,10.7,24,0,0,0,0,0,0,0,0
1,2018,2,Away,CIN,L,23-34,3,3,31,10.3,25,0,1,7,7,7,0,0,0
2,2018,3,Home,DEN,W,14-27,1,1,5,5,5,0,0,0,0,0,0,0,0
3,2018,4,Away,PIT,W,26-14,5,5,51,10.2,22,0,0,0,0,0,0,0,0
4,2018,5,Away,CLE,L,9-12,2,2,8,4,7,0,0,0,0,0,0,0,0
5,2018,6,Away,TEN,W,21-0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2018,7,Home,NO,L,24-23,0,0,0,0,0,0,1,1,1,1,0,0,0
7,2018,8,Away,CAR,L,21-36,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2018,9,Away,BAL,L,23-16,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2018,11,Away,BAL,W,21-24,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2018,12,Home,OAK,W,17-34,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2018,13,Away,ATL,W,26-16,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2018,14,Away,KC,L,24-27,1,1,10,10,10,1,0,0,0,0,0,0,0
13,2018,15,Home,TB,W,12-20,1,2,6,6,6,0,0,0,0,0,0,0,0
14,2018,16,Away,LAC,W,22-10,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2018,17,Home,CLE,W,24-26,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2019,1,Home,DET,T,27-27,1,1,15,15,15,0,0,0,0,0,0,0,0
1,2019,2,Away,BAL,L,17-23,1,1,21,21,21,0,0,0,0,0,0,0,0
2,2019,3,Home,CAR,L,38-20,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2019,4,Home,SEA,L,27-10,1,1,21,21,21,0,0,0,0,0,0,0,0
4,2019,5,Away,CIN,W,26-23,1,1,7,7,7,0,0,0,0,0,0,0,0
5,2019,6,Home,ATL,W,33-34,3,3,34,11.3,20,1,0,0,0,0,0,0,0
6,2019,7,Away,NYG,W,27-21,1,1,5,5,5,0,0,0,0,0,0,0,0
7,2019,8,Away,NO,L,9-31,1,1,9,9,9,0,0,0,0,0,0,0,0
8,2019,9,Home,SF,L,28-25,1,2,12,12,12,0,0,0,0,0,0,0,0
9,2019,10,Away,TB,L,27-30,1,2,15,15,15,0,0,0,0,0,0,0,0
10,2019,11,Away,SF,L,26-36,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2019,13,Home,LAR,L,34-7,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2019,14,Home,PIT,L,23-17,0,1,0,0,0,0,0,0,0,0,0,0,0
13,2019,15,Home,CLE,W,24-38,1,1,4,4,4,0,0,0,0,0,0,0,0
14,2019,16,Away,SEA,W,27-13,2,2,36,18,28,0,0,0,0,0,0,0,0
15,2019,17,Away,LAR,L,24-31,1,2,23,23,23,0,0,0,0,0,0,0,0
