,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2017,1,Home,ARI,W,23-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2017,2,Away,NYG,W,24-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2017,3,Away,DET,L,30-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2017,4,Away,MIN,W,14-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2017,5,Away,DET,L,27-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2017,6,Away,NO,L,38-52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2017,8,Away,DET,L,20-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2017,9,Away,GB,W,30-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2017,10,Away,DET,W,24-38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2017,11,Away,CHI,W,27-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2017,12,Home,MIN,L,30-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2017,13,Away,BAL,L,20-44,32.5,3,5,60,24,4.8,0,1,0,0,0,0,0,0,0,0
12,2017,14,Away,TB,W,24-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2017,15,Away,DET,W,10-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2017,16,Away,CIN,L,17-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2017,17,Away,DET,W,11-35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
