,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,CHI,W,21-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2013,2,Away,CHI,W,30-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2013,3,Away,PIT,W,40-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2013,4,Away,DET,L,32-40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2013,5,Away,CHI,L,26-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2013,6,Away,CHI,W,21-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2013,7,Away,WAS,L,41-45,119.6,14,20,70,204,10.2,1,0,1,4,33,8.3,13,0,0,0
7,2013,9,Away,GB,W,27-20,90.7,22,41,53.7,272,6.6,2,0,1,1,20,20,20,0,0,0
8,2013,10,Home,DET,L,21-19,123.4,6,9,66.7,62,6.9,1,0,1,0,0,0,0,0,0,0
9,2013,11,Home,BAL,W,20-23,92.9,19,31,61.3,216,7,1,0,2,2,-1,-0.5,0,0,0,0
10,2013,12,Away,STL,L,21-42,102.4,36,47,76.6,352,7.5,2,1,1,2,4,2,3,0,1,1
11,2013,13,Away,MIN,L,20-23,114.9,23,36,63.9,355,9.9,2,0,4,0,0,0,0,0,1,0
12,2013,14,Home,DAL,W,28-45,141.9,27,36,75,348,9.7,4,0,1,3,16,5.3,10,1,0,0
13,2013,15,Away,CLE,W,38-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2013,16,Away,PHI,L,11-54,64.6,2,4,50,20,5,0,0,0,1,-3,-3,-3,0,1,0
15,2013,17,Away,CHI,L,33-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2014,1,Home,CAR,L,20-14,71.5,22,35,62.9,183,5.2,2,2,3,3,27,9,13,0,2,0
1,2014,2,Home,STL,L,19-17,81.2,16,21,76.2,179,8.5,0,1,1,2,6,3,5,2,0,0
2,2014,3,Away,ATL,L,14-56,22.2,5,12,41.7,58,4.8,0,1,1,0,0,0,0,0,0,0
3,2014,4,Away,PIT,W,27-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2014,5,Away,NO,L,31-37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2014,6,Away,TB,L,48-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2014,8,Away,TB,L,19-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2014,9,Away,CLE,L,17-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2014,10,Home,ATL,L,27-17,79.7,27,43,62.8,301,7,2,2,4,5,39,7.8,15,0,0,0
9,2014,11,Away,WAS,W,27-7,137.5,15,23,65.2,288,12.5,2,0,2,3,8,2.7,5,0,1,0
10,2014,12,Away,CHI,L,13-21,64.7,25,48,52.1,341,7.1,1,2,5,3,12,4,10,0,2,1
11,2014,13,Home,CIN,L,14-13,58.1,15,29,51.7,190,6.6,0,1,1,1,0,0,0,0,0,0
12,2014,14,Away,DET,L,17-34,67.3,20,39,51.3,250,6.4,2,2,6,4,8,2,3,0,1,1
