,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,SD,W,31-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2013,2,Away,HOU,W,24-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2013,3,Away,BAL,L,9-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2013,4,Away,HOU,L,23-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2013,5,Away,SF,L,3-34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2013,6,Away,HOU,L,38-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2013,7,Away,KC,L,16-17,110.6,15,25,60,271,10.8,1,0,5,3,10,3.3,9,0,2,1
7,2013,9,Home,IND,L,27-24,123.4,20,34,58.8,350,10.3,3,0,1,3,26,8.7,22,0,0,0
8,2013,10,Away,ARI,L,24-27,87.5,22,43,51.2,201,4.7,3,0,3,2,13,6.5,7,0,1,1
9,2013,11,Home,OAK,L,28-23,73.3,13,24,54.2,170,7.1,1,1,2,0,0,0,0,0,1,0
10,2013,12,Home,JAC,L,13-6,54.7,18,34,52.9,169,5,0,1,2,1,2,2,2,0,0,0
11,2013,13,Home,NE,L,34-31,67.6,15,30,50,272,9.1,0,1,1,3,6,2,5,1,0,0
12,2013,14,Away,JAC,L,20-27,68,16,29,55.2,159,5.5,1,1,1,1,13,13,13,0,1,0
13,2013,15,Away,IND,L,3-25,42.3,18,34,52.9,168,4.9,0,2,4,1,2,2,2,0,1,0
14,2013,16,Away,HOU,L,37-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2013,17,Away,TEN,L,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2014,1,Away,HOU,W,6-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2014,2,Away,OAK,W,30-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2014,3,Away,NYG,L,17-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2014,4,Away,HOU,W,17-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2014,5,Away,DAL,L,17-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2014,6,Away,HOU,L,33-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2014,7,Away,PIT,L,23-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2014,8,Away,TEN,W,30-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2014,9,Away,HOU,L,31-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2014,11,Home,HOU,W,23-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2014,12,Away,HOU,L,22-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2014,13,Away,HOU,W,21-45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2014,14,Away,JAC,W,27-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2014,15,Away,IND,L,10-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2014,16,Home,BAL,W,13-25,50.2,20,42,47.6,185,4.4,0,1,0,4,19,4.8,13,0,0,0
15,2014,17,Home,JAC,W,17-23,98.5,25,35,71.4,250,7.1,2,1,3,6,16,2.7,10,0,1,1
