,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2016,1,Away,SF,L,0-28,34.2,17,35,48.6,130,3.7,0,2,2,3,10,3.3,6,0,0,0
1,2016,2,Home,SEA,W,3-9,85.3,18,30,60,239,8,0,0,3,3,5,1.7,7,0,0,0
2,2016,3,Away,TB,W,37-32,87,14,26,53.8,190,7.3,2,1,1,2,1,0.5,5,0,0,0
3,2016,4,Away,ARI,W,17-13,111.2,18,30,60,266,8.9,2,0,2,3,14,4.7,13,0,1,1
4,2016,5,Home,BUF,L,30-19,68.1,21,31,67.7,271,8.7,0,2,4,0,0,0,0,0,0,0
5,2016,6,Away,DET,L,28-31,126.7,27,32,84.4,321,10,3,1,1,3,7,2.3,4,1,1,0
6,2016,7,Home,NYG,L,17-10,50.1,32,53,60.4,291,5.5,1,4,3,1,3,3,3,0,2,0
7,2016,9,Home,CAR,L,13-10,76,27,46,58.7,296,6.4,1,1,4,0,0,0,0,0,1,0
8,2016,10,Away,NYJ,W,9-6,72.2,17,30,56.7,165,5.5,0,0,3,5,11,2.2,7,0,0,0
9,2016,11,Away,LAR,L,14-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2016,12,Away,NO,L,21-49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2016,13,Away,NE,L,10-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2016,14,Away,LAR,L,42-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2016,15,Away,SEA,L,3-24,63.2,5,9,55.6,32,3.6,0,0,0,0,0,0,0,0,0,0
14,2016,16,Away,LAR,L,22-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2016,17,Away,LAR,L,44-6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2017,1,Away,MIN,W,19-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2017,2,Away,PIT,L,9-26,65.9,20,37,54.1,167,4.5,0,0,2,0,0,0,0,0,0,0
2,2017,3,Home,TB,W,17-34,142.1,25,33,75.8,369,11.2,3,0,0,6,18,3,12,0,0,0
3,2017,4,Home,DET,L,14-7,76.9,16,30,53.3,219,7.3,0,0,2,0,0,0,0,0,0,0
4,2017,5,Away,CHI,W,20-17,110.3,17,21,81,140,6.7,1,0,0,1,22,22,22,0,0,0
5,2017,6,Home,GB,W,10-23,78.7,24,38,63.2,239,6.3,1,1,0,2,15,7.5,16,0,0,0
6,2017,7,Home,BAL,W,16-24,67.7,20,31,64.5,188,6.1,0,1,0,1,9,9,9,0,0,0
7,2017,8,Away,CLE,W,33-16,88.1,27,43,62.8,288,6.7,2,1,1,0,0,0,0,0,0,0
8,2017,10,Away,WAS,W,38-30,117,21,29,72.4,304,10.5,4,2,0,3,-1,-0.3,1,0,0,0
9,2017,11,Home,LAR,W,7-24,100.8,27,38,71.1,280,7.4,1,0,0,3,20,6.7,14,0,0,0
10,2017,12,Away,DET,W,30-23,121.8,21,30,70,282,9.4,2,0,2,7,20,2.9,9,1,0,0
11,2017,13,Away,ATL,W,14-9,120.4,25,30,83.3,227,7.6,2,0,2,4,-1,-0.2,2,0,0,0
12,2017,14,Away,CAR,L,24-31,75.9,27,44,61.4,280,6.4,2,2,6,5,40,8,15,0,1,1
13,2017,15,Home,CIN,W,7-34,138.4,20,23,87,236,10.3,2,0,2,1,20,20,20,0,0,0
14,2017,16,Away,GB,W,16-0,85.2,14,25,56,139,5.6,1,0,3,4,-2,-0.5,2,0,0,0
15,2017,17,Home,CHI,W,10-23,101.1,21,29,72.4,189,6.5,1,0,2,3,0,0,2,0,0,0
0,2018,1,Home,SEA,W,24-27,84.2,25,39,64.1,329,8.4,3,3,1,0,0,0,0,0,0,0
1,2018,2,Home,OAK,W,19-20,61.8,19,35,54.3,222,6.3,0,1,1,3,16,5.3,8,1,0,0
2,2018,3,Away,BAL,L,14-27,67.3,22,34,64.7,192,5.6,0,1,3,0,0,0,0,0,1,0
3,2018,4,Home,KC,L,27-23,73.4,21,33,63.6,245,7.4,0,1,4,0,0,0,0,0,0,0
4,2018,5,Away,NYJ,L,16-34,95,35,51,68.6,377,7.4,2,1,4,0,0,0,0,0,2,0
5,2018,6,Home,LAR,L,23-20,91.7,25,41,61,322,7.9,2,1,2,1,6,6,6,0,1,0
6,2018,7,Away,ARI,W,45-10,85.6,14,21,66.7,161,7.7,1,1,2,4,4,1,7,0,0,0
7,2018,8,Away,KC,L,23-30,97.9,23,34,67.6,262,7.7,2,1,5,1,9,9,9,0,2,1
8,2018,9,Home,HOU,L,19-17,90.4,26,42,61.9,290,6.9,1,0,2,0,0,0,0,0,0,0
9,2018,11,Away,LAC,W,23-22,78.3,19,32,59.4,205,6.4,0,0,0,0,0,0,0,0,0,0
10,2018,12,Home,PIT,W,17-24,99.9,15,28,53.6,197,7,2,0,2,3,-3,-1,-1,0,0,0
11,2018,13,Away,CIN,W,24-10,95.5,12,21,57.1,151,7.2,1,0,2,2,9,4.5,10,0,0,0
12,2018,14,Away,SF,L,14-20,76.1,24,42,57.1,186,4.4,1,0,2,4,24,6,16,0,1,0
13,2018,15,Home,CLE,L,17-16,60.9,31,48,64.6,257,5.4,0,2,2,2,1,0.5,1,1,0,0
14,2018,16,Away,OAK,L,14-27,72.1,23,37,62.2,202,5.5,2,2,1,3,19,6.3,17,0,1,0
15,2018,17,Home,LAC,L,23-9,79.5,31,48,64.6,292,6.1,1,1,1,3,8,2.7,8,0,2,1
0,2019,1,Away,PHI,L,27-32,117.6,30,44,68.2,380,8.6,3,0,1,0,0,0,0,0,0,0
1,2019,2,Home,DAL,L,31-21,103.5,26,37,70.3,221,6,2,0,1,1,-1,-1,-1,0,0,0
2,2019,3,Home,CHI,L,31-15,78.8,30,43,69.8,332,7.7,2,3,4,2,3,1.5,5,0,3,2
3,2019,4,Away,NYG,L,3-24,23.7,6,11,54.5,37,3.4,0,1,1,0,0,0,0,0,0,0
4,2019,5,Away,WAS,L,33-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2019,6,Away,MIA,W,17-16,99.8,13,25,52,166,6.6,2,0,0,4,10,2.5,9,0,1,0
6,2019,7,Home,SF,L,9-0,91.3,9,12,75,77,6.4,0,0,3,0,0,0,0,0,0,0
7,2019,8,Away,MIN,L,9-19,98.4,12,16,75,130,8.1,0,0,2,0,0,0,0,0,2,1
8,2019,9,Away,BUF,L,9-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2019,11,Away,WAS,L,34-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2019,12,Home,DET,W,16-19,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0
11,2019,13,Away,CAR,W,29-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2019,14,Away,GB,L,15-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2019,15,Away,WAS,L,37-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2019,16,Home,NYG,L,41-35,107.8,16,22,72.7,158,7.2,1,0,1,1,1,1,1,1,0,0
15,2019,17,Away,DAL,L,16-47,63.6,18,37,48.6,206,5.6,1,1,2,0,0,0,0,0,0,0
