,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2019,1,Away,NE,L,3-33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2019,2,Home,SEA,L,28-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2019,3,Away,SF,L,20-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2019,4,Home,CIN,W,3-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2019,5,Home,BAL,L,26-23,98.1,7,9,77.8,68,7.6,0,0,0,2,20,10,21,0,0,0
5,2019,6,Away,LAC,W,24-17,87.9,15,20,75,132,6.6,1,1,0,3,8,2.7,7,0,0,0
6,2019,8,Home,MIA,W,14-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2019,9,Home,IND,W,24-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2019,10,Home,LAR,W,12-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2019,11,Away,CLE,L,7-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2019,12,Away,CIN,W,16-10,115,5,11,45.5,118,10.7,1,0,2,3,1,0.3,5,0,0,0
11,2019,13,Home,CLE,W,13-20,95.7,14,21,66.7,212,10.1,1,1,1,5,2,0.4,9,0,1,0
12,2019,14,Away,ARI,W,23-17,117.5,16,19,84.2,152,8,1,0,3,5,34,6.8,22,0,1,0
13,2019,15,Home,BUF,L,17-10,43.9,23,38,60.5,202,5.3,1,4,4,1,4,4,4,0,1,0
14,2019,16,Away,NYJ,L,10-16,37,11,17,64.7,84,4.9,0,2,3,1,0,0,0,0,1,0
15,2019,17,Away,BAL,L,10-28,47.9,9,25,36,95,3.8,0,0,2,1,-1,-1,-1,0,1,1
