,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2017,1,Away,NE,W,42-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2017,2,Home,PHI,W,20-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2017,3,Away,LAC,W,24-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2017,4,Home,WAS,W,20-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2017,5,Away,HOU,W,42-34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2017,6,Home,PIT,L,19-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2017,7,Away,OAK,L,30-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2017,8,Home,DEN,W,19-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2017,9,Away,DAL,L,17-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2017,11,Away,NYG,L,9-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2017,12,Home,BUF,L,16-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2017,13,Away,NYJ,L,31-38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2017,14,Home,OAK,W,15-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2017,15,Home,LAC,W,13-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2017,16,Home,MIA,W,13-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2017,17,Away,DEN,W,27-24,76.4,22,35,62.9,284,8.1,0,1,2,7,10,1.4,5,0,0,0
0,2018,1,Away,LAC,W,38-28,127.5,15,27,55.6,256,9.5,4,0,1,5,21,4.2,8,0,0,0
1,2018,2,Away,PIT,W,42-37,154.8,23,28,82.1,326,11.6,6,0,1,5,18,3.6,10,0,1,0
2,2018,3,Home,SF,W,27-38,115.5,24,38,63.2,314,8.3,3,0,2,5,7,1.4,7,0,1,0
3,2018,4,Away,DEN,W,27-23,89.5,28,45,62.2,304,6.8,1,0,1,3,7,2.3,8,1,1,0
4,2018,5,Home,JAC,W,14-30,62.7,22,38,57.9,313,8.2,0,2,1,4,13,3.3,11,1,0,0
5,2018,6,Away,NE,L,40-43,110,23,36,63.9,352,9.8,4,2,0,2,9,4.5,6,0,0,0
6,2018,7,Home,CIN,W,10-45,123.7,28,39,71.8,358,9.2,4,1,2,4,45,11.3,23,0,2,0
7,2018,8,Home,DEN,W,23-30,125,24,34,70.6,303,8.9,4,1,2,2,-1,-0.5,1,0,0,0
8,2018,9,Away,CLE,W,37-21,129,23,32,71.9,375,11.7,3,1,2,2,18,9,15,0,0,0
9,2018,10,Home,ARI,W,14-26,125.4,21,28,75,249,8.9,2,0,5,4,21,5.3,14,0,0,0
10,2018,11,Away,LAR,L,51-54,117.6,33,46,71.7,478,10.4,6,3,3,6,28,4.7,7,0,2,2
11,2018,13,Away,OAK,W,40-33,120,23,38,60.5,295,7.8,4,0,0,9,52,5.8,28,0,0,0
12,2018,14,Home,BAL,W,24-27,91.5,35,53,66,377,7.1,2,1,3,2,-3,-1.5,2,0,1,0
13,2018,15,Home,LAC,L,29-28,110.3,24,34,70.6,243,7.1,2,0,2,2,3,1.5,2,0,1,0
14,2018,16,Away,SEA,L,31-38,103.4,23,40,57.5,273,6.8,3,0,1,3,33,11,22,0,0,0
15,2018,17,Home,OAK,W,3-35,109.9,14,24,58.3,281,11.7,2,1,0,2,1,0.5,2,0,0,0
0,2019,1,Away,JAC,W,40-26,143.2,25,33,75.8,378,11.5,3,0,0,1,2,2,2,0,0,0
1,2019,2,Away,OAK,W,28-10,131.2,30,44,68.2,443,10.1,4,0,2,1,-1,-1,-1,0,1,1
2,2019,3,Home,BAL,W,28-33,132,27,37,73,374,10.1,3,0,1,4,9,2.3,11,0,1,0
3,2019,4,Away,DET,W,34-30,81,24,42,57.1,315,7.5,0,0,0,6,54,9,25,0,0,0
4,2019,5,Home,IND,L,19-13,91.9,22,39,56.4,321,8.2,1,0,4,3,17,5.7,14,0,0,0
5,2019,6,Home,HOU,L,31-24,96.5,19,35,54.3,273,7.8,3,1,1,1,-1,-1,-1,0,1,1
6,2019,7,Away,DEN,W,30-6,125.8,10,11,90.9,76,6.9,1,0,0,1,2,2,2,0,0,0
7,2019,8,Home,GB,L,31-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2019,9,Home,MIN,W,23-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2019,10,Away,TEN,L,32-35,119.2,36,50,72,446,8.9,3,0,2,0,0,0,0,0,0,0
10,2019,11,Away,LAC,W,24-17,72.7,19,32,59.4,182,5.7,1,1,1,5,59,11.8,24,0,0,0
11,2019,13,Home,OAK,W,9-40,81.8,15,29,51.7,175,6,1,0,1,3,25,8.3,13,1,0,0
12,2019,14,Away,NE,W,23-16,83.6,26,40,65,283,7.1,1,1,1,6,6,1,5,0,0,0
13,2019,15,Home,DEN,W,3-23,115.7,27,34,79.4,340,10,2,1,3,3,11,3.7,7,0,0,0
