,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2018,1,Away,ARI,L,24-6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2018,2,Away,LAR,L,0-34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2018,3,Home,CHI,L,16-14,31.5,4,7,57.1,36,5.1,0,1,1,1,12,12,12,0,0,0
3,2018,4,Home,SEA,L,20-17,88.5,15,27,55.6,180,6.7,1,0,1,2,13,6.5,8,0,0,0
4,2018,5,Away,SF,W,28-18,77.1,10,25,40,170,6.8,1,0,1,3,-3,-1,-1,0,0,0
5,2018,6,Away,MIN,L,17-27,77.4,21,31,67.7,240,7.7,0,1,4,0,0,0,0,0,0,0
6,2018,7,Home,DEN,L,45-10,44.2,21,39,53.8,194,5,1,3,6,1,14,14,14,0,3,2
7,2018,8,Home,SF,W,15-18,82.5,23,40,57.5,252,6.3,2,1,3,2,12,6,9,0,0,0
8,2018,10,Away,KC,L,14-26,58.5,22,39,56.4,208,5.3,1,2,5,1,-1,-1,-1,0,1,0
9,2018,11,Home,OAK,L,23-21,67.9,9,20,45,136,6.8,3,2,1,1,0,0,0,0,1,0
10,2018,12,Away,LAC,L,10-45,73.4,12,19,63.2,105,5.5,1,1,2,2,-1,-0.5,0,0,1,0
11,2018,13,Away,GB,W,20-17,61.2,11,26,42.3,149,5.7,0,0,2,2,32,16,33,0,1,0
12,2018,14,Home,DET,L,17-3,69.2,26,41,63.4,240,5.9,0,1,3,2,3,1.5,2,0,0,0
13,2018,15,Away,ATL,L,14-40,38.4,13,22,59.1,132,6,0,2,6,2,8,4,9,0,1,1
14,2018,16,Home,LAR,L,31-9,61.3,12,23,52.2,87,3.8,0,0,4,4,49,12.3,16,0,0,0
15,2018,17,Away,SEA,L,24-27,74.3,18,34,52.9,149,4.4,1,0,6,0,0,0,0,0,2,2
0,2019,1,Home,BAL,L,59-10,2.8,1,3,33.3,5,1.7,0,1,1,0,0,0,0,0,0,0
1,2019,2,Home,NE,L,43-0,33.8,7,18,38.9,97,5.4,0,1,3,0,0,0,0,0,0,0
2,2019,3,Away,DAL,L,6-31,61.9,18,39,46.2,200,5.1,0,0,3,3,13,4.3,6,0,0,0
3,2019,4,Home,LAC,L,30-10,88.9,17,24,70.8,180,7.5,1,1,4,0,0,0,0,0,1,0
4,2019,6,Home,WAS,L,17-16,32.9,15,25,60,85,3.4,0,2,5,0,0,0,0,0,0,0
5,2019,7,Away,BUF,L,21-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2019,8,Away,PIT,L,14-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2019,9,Home,NYJ,W,18-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2019,10,Away,IND,W,16-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2019,11,Home,BUF,L,37-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2019,12,Away,CLE,L,24-41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2019,13,Home,PHI,W,31-37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2019,14,Away,NYJ,L,21-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2019,15,Away,NYG,L,20-36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2019,16,Home,CIN,W,35-38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2019,17,Away,NE,W,27-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
