,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2016,1,Home,NYG,L,20-19,69.4,25,45,55.6,227,5,0,0,0,2,12,6,11,0,0,0
1,2016,2,Away,WAS,W,27-23,103.8,22,30,73.3,292,9.7,0,0,4,1,6,6,6,1,0,0
2,2016,3,Home,CHI,W,17-31,123.6,19,24,79.2,248,10.3,1,0,0,4,36,9,17,1,0,0
3,2016,4,Away,SF,W,24-17,114.7,23,32,71.9,245,7.7,2,0,2,5,3,0.6,9,0,0,0
4,2016,5,Home,CIN,W,14-28,117.9,18,24,75,227,9.5,1,0,1,7,4,0.6,5,1,2,1
5,2016,6,Away,GB,W,30-16,117.4,18,27,66.7,247,9.1,3,1,2,1,6,6,6,0,2,1
6,2016,8,Home,PHI,W,23-29,79.8,19,39,48.7,287,7.4,2,1,2,7,38,5.4,16,1,1,0
7,2016,9,Away,CLE,W,35-10,141.8,21,27,77.8,247,9.1,3,0,0,4,20,5,13,0,0,0
8,2016,10,Away,PIT,W,35-30,121.7,22,32,68.8,319,10,2,0,2,0,0,0,0,0,1,1
9,2016,11,Home,BAL,W,17-27,127.2,27,36,75,301,8.4,3,0,1,2,16,8,12,0,0,0
10,2016,12,Home,WAS,W,26-31,108.9,17,24,70.8,195,8.1,1,0,1,8,39,4.9,18,1,0,0
11,2016,13,Away,MIN,W,17-15,108.3,12,18,66.7,139,7.7,1,0,3,6,37,6.2,14,0,2,1
12,2016,14,Away,NYG,L,7-10,45.4,17,37,45.9,165,4.5,1,2,3,1,1,1,1,0,1,0
13,2016,15,Home,TB,W,20-26,99,32,36,88.9,279,7.8,0,0,3,4,20,5,15,1,0,0
14,2016,16,Home,DET,W,21-42,148.3,15,20,75,212,10.6,3,0,1,4,35,8.8,15,0,0,0
15,2016,17,Away,PHI,L,13-27,63,4,8,50,37,4.6,0,0,0,1,9,9,9,0,0,0
0,2017,1,Home,NYG,W,3-19,90.5,24,39,61.5,268,6.9,1,0,1,3,24,8,17,0,0,0
1,2017,2,Away,DEN,L,17-42,68.6,30,50,60,238,4.8,2,2,2,3,24,8,11,0,0,0
2,2017,3,Away,ARI,W,28-17,141.7,13,18,72.2,183,10.2,2,0,1,3,16,5.3,10,1,0,0
3,2017,4,Home,LAR,L,35-30,93.8,20,36,55.6,252,7,3,1,2,3,25,8.3,12,0,0,0
4,2017,5,Home,GB,L,35-31,105.2,25,36,69.4,251,7,3,1,1,4,37,9.3,21,1,1,0
5,2017,7,Away,SF,W,40-10,134,16,25,64,234,9.4,3,0,0,4,26,6.5,13,1,0,0
6,2017,8,Away,WAS,W,33-19,82.2,14,22,63.6,143,6.5,0,0,2,3,16,5.3,10,0,0,0
7,2017,9,Home,KC,W,17-28,106.8,21,33,63.6,249,7.5,2,0,1,3,27,9,13,1,0,0
8,2017,10,Away,ATL,L,7-27,82.1,20,30,66.7,176,5.9,0,0,8,6,42,7,12,1,2,2
9,2017,11,Home,PHI,L,37-9,30.4,18,31,58.1,145,4.7,0,3,4,2,10,5,11,0,1,1
10,2017,12,Home,LAC,L,28-6,60.6,20,27,74.1,179,6.6,0,2,2,0,0,0,0,0,0,0
11,2017,13,Home,WAS,W,14-38,93.4,11,22,50,102,4.6,2,0,1,5,28,5.6,13,0,0,0
12,2017,14,Away,NYG,W,30-10,137.1,20,30,66.7,332,11.1,3,0,0,6,13,2.2,8,0,0,0
13,2017,15,Away,OAK,W,20-17,59.5,18,27,66.7,212,7.9,0,2,2,6,32,5.3,17,1,0,0
14,2017,16,Home,SEA,L,21-12,51.2,21,34,61.8,181,5.3,0,2,4,4,21,5.3,13,0,0,0
15,2017,17,Away,PHI,W,6-0,85.3,17,30,56.7,179,6,1,0,1,2,16,8,10,0,0,0
0,2018,1,Away,CAR,L,8-16,81.1,19,29,65.5,170,5.9,0,0,6,5,19,3.8,9,0,1,1
1,2018,2,Home,NYG,W,13-20,95.4,16,25,64,160,6.4,1,0,0,7,45,6.4,15,0,0,0
2,2018,3,Away,SEA,L,13-24,54.5,19,34,55.9,168,4.9,1,2,5,2,21,10.5,11,0,0,0
3,2018,4,Home,DET,W,24-26,118.6,17,27,63,255,9.4,2,0,3,3,2,0.7,2,0,1,0
4,2018,5,Away,HOU,L,16-19,66.5,18,29,62.1,208,7.2,1,2,2,6,34,5.7,11,0,0,0
5,2018,6,Home,JAC,W,7-40,107.5,17,27,63,183,6.8,2,0,3,11,82,7.5,28,1,2,0
6,2018,7,Away,WAS,L,17-20,96.5,22,35,62.9,273,7.8,1,0,4,6,33,5.5,14,1,2,2
7,2018,9,Home,TEN,L,28-14,99.3,21,31,67.7,243,7.8,2,1,5,2,11,5.5,6,0,1,1
8,2018,10,Away,PHI,W,27-20,102.8,26,36,72.2,270,7.5,1,0,4,6,9,1.5,4,1,1,0
9,2018,11,Away,ATL,W,22-19,86.5,22,32,68.8,208,6.5,0,0,2,4,5,1.3,4,1,0,0
10,2018,12,Home,WAS,W,23-31,121.6,22,31,71,289,9.3,2,0,4,6,18,3,10,1,1,0
11,2018,13,Home,NO,W,10-13,115.5,24,28,85.7,248,8.9,1,0,7,5,22,4.4,15,0,2,1
12,2018,14,Home,PHI,W,23-29,104.9,42,54,77.8,455,8.4,3,2,3,4,2,0.5,6,0,1,1
13,2018,15,Away,IND,L,0-23,64.7,24,39,61.5,206,5.3,0,1,3,0,0,0,0,0,0,0
14,2018,16,Home,TB,W,20-27,106.8,20,25,80,161,6.4,1,0,1,4,2,0.5,7,1,0,0
15,2018,17,Away,NYG,W,36-35,120.2,27,44,61.4,387,8.8,4,0,4,4,0,0,3,0,0,0
0,2019,1,Home,NYG,W,17-35,158.3,25,32,78.1,405,12.7,4,0,0,4,12,3,8,0,0,0
1,2019,2,Away,WAS,W,31-21,123.5,26,30,86.7,269,9,3,1,1,5,69,13.8,42,0,0,0
