,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Home,MIN,W,24-34,96.8,28,43,65.1,357,8.3,2,1,0,6,-3,-0.5,5,0,1,0
1,2013,2,Away,ARI,L,21-25,108.3,24,36,66.7,278,7.7,2,0,1,2,1,0.5,1,0,1,1
2,2013,3,Away,WAS,W,27-20,95.8,25,42,59.5,385,9.2,2,1,1,1,2,2,2,0,0,0
3,2013,4,Home,CHI,W,32-40,83.3,23,35,65.7,242,6.9,1,1,1,5,8,1.6,9,1,2,1
4,2013,5,Away,GB,L,9-22,89.8,25,40,62.5,262,6.6,1,0,5,1,-1,-1,-1,0,1,0
5,2013,6,Away,CLE,W,31-17,95.9,25,43,58.1,248,5.8,4,1,1,2,6,3,7,0,0,0
6,2013,7,Home,CIN,L,27-24,96.6,28,51,54.9,357,7,3,0,0,0,0,0,0,0,0,0
7,2013,8,Home,DAL,W,30-31,91.3,33,48,68.8,488,10.2,1,2,1,3,12,4,8,1,0,0
8,2013,10,Away,CHI,W,21-19,87.7,18,35,51.4,219,6.3,3,1,0,2,-1,-0.5,0,0,1,0
9,2013,11,Away,PIT,L,27-37,74.7,19,46,41.3,362,7.9,2,1,2,3,24,8,14,0,0,0
10,2013,12,Home,TB,L,24-21,61.6,26,46,56.5,297,6.5,3,4,2,2,6,3,4,0,0,0
11,2013,13,Home,GB,W,10-40,98.5,22,35,62.9,330,9.4,3,2,1,1,8,8,8,0,1,1
12,2013,14,Away,PHI,L,20-34,60.6,10,25,40,151,6,0,0,0,6,-1,-0.2,1,0,5,1
13,2013,15,Home,BAL,L,18-16,48,18,34,52.9,235,6.9,1,3,1,2,9,4.5,5,0,0,0
14,2013,16,Home,NYG,L,23-20,53.9,25,42,59.5,222,5.3,0,2,2,1,-1,-1,-1,0,0,0
15,2013,17,Away,MIN,L,13-14,95.1,22,33,66.7,217,6.6,1,0,5,0,0,0,0,0,0,0
0,2014,1,Home,NYG,W,14-35,125.3,22,32,68.8,346,10.8,2,0,1,4,2,0.5,5,1,0,0
1,2014,2,Away,CAR,L,7-24,72.5,27,48,56.3,291,6.1,1,1,4,1,8,8,8,0,0,0
2,2014,3,Home,GB,W,7-19,61.6,22,34,64.7,246,7.2,0,2,2,6,8,1.3,5,0,1,1
3,2014,4,Away,NYJ,W,24-17,116.4,24,34,70.6,293,8.6,2,0,4,6,8,1.3,7,1,0,0
4,2014,5,Home,BUF,L,17-14,78.8,18,31,58.1,231,7.5,1,1,6,3,8,2.7,8,0,2,0
5,2014,6,Away,MIN,W,17-3,83.5,19,33,57.6,185,5.6,1,0,4,1,1,1,1,0,0,0
6,2014,7,Home,NO,W,23-24,85.3,27,40,67.5,299,7.5,2,2,3,2,1,0.5,2,0,0,0
7,2014,8,Away,ATL,W,22-21,78.8,24,47,51.1,325,6.9,2,1,0,3,9,3,10,0,1,0
8,2014,10,Home,MIA,W,16-20,89.6,25,40,62.5,280,7,2,1,3,2,-1,-0.5,0,0,0,0
9,2014,11,Away,ARI,L,6-14,63.6,18,30,60,183,6.1,0,1,4,0,0,0,0,0,1,0
10,2014,12,Away,NE,L,9-34,49.5,18,46,39.1,264,5.7,0,1,2,3,18,6,10,0,0,0
11,2014,13,Home,CHI,W,17-34,116,34,45,75.6,390,8.7,2,0,2,0,0,0,0,0,1,1
12,2014,14,Home,TB,W,17-34,133.3,26,34,76.5,311,9.1,3,0,4,3,-2,-0.7,0,0,1,0
13,2014,15,Home,MIN,W,14-16,87.4,17,28,60.7,153,5.5,1,0,0,1,2,2,2,0,0,0
14,2014,16,Away,CHI,W,20-14,53.7,22,39,56.4,243,6.2,0,2,4,4,2,0.5,5,0,0,0
15,2014,17,Away,GB,L,20-30,89.2,20,41,48.8,217,5.3,3,0,2,4,29,7.3,18,0,1,1
0,2015,1,Away,SD,L,28-33,83.5,19,30,63.3,246,8.2,2,2,1,1,-1,-1,-1,0,0,0
1,2015,2,Away,MIN,L,16-26,79.6,32,53,60.4,286,5.4,2,1,1,4,20,5,9,0,0,0
2,2015,3,Home,DEN,L,24-12,74.5,31,45,68.9,282,6.3,1,2,4,1,-1,-1,-1,0,1,1
3,2015,4,Away,SEA,L,10-13,83.4,24,35,68.6,203,5.8,0,0,0,0,0,0,0,0,0,0
4,2015,5,Home,ARI,L,42-17,50,20,32,62.5,188,5.9,1,3,1,1,2,2,2,0,0,0
5,2015,6,Home,CHI,W,34-37,117.7,27,42,64.3,405,9.6,4,1,2,6,37,6.2,11,0,0,0
6,2015,7,Home,MIN,L,28-19,126.4,18,26,69.2,256,9.8,2,0,7,1,5,5,5,0,0,0
7,2015,8,Away,KC,L,10-45,64.2,22,36,61.1,217,6,1,2,6,1,5,5,5,0,0,0
8,2015,10,Away,GB,W,18-16,87.8,24,38,63.2,242,6.4,2,1,0,2,1,0.5,1,0,1,0
9,2015,11,Home,OAK,W,13-18,88,22,35,62.9,282,8.1,0,0,4,6,31,5.2,18,1,0,0
10,2015,12,Home,PHI,W,14-45,137.8,27,38,71.1,337,8.9,5,0,2,2,13,6.5,8,0,0,0
11,2015,13,Home,GB,L,27-23,102.1,23,35,65.7,220,6.3,2,0,3,2,22,11,12,0,1,1
12,2015,14,Away,STL,L,14-21,84.1,30,46,65.2,245,5.3,2,1,4,2,5,2.5,6,0,1,0
13,2015,15,Away,NO,W,35-27,148.6,22,25,88,254,10.2,3,0,3,4,-1,-0.2,3,0,0,0
14,2015,16,Home,SF,W,17-32,118.6,29,37,78.4,301,8.1,2,0,2,5,11,2.2,9,0,0,0
15,2015,17,Away,CHI,W,24-20,119.4,28,39,71.8,298,7.6,3,0,4,6,10,1.7,12,0,0,0
0,2016,1,Away,IND,W,39-35,128.6,31,39,79.5,340,8.7,3,0,1,2,5,2.5,6,0,0,0
