,Year,Week,H/A,Opp,Result,Score,QB Rat,Cmp,Pa-Att,Pa-Pct,Pa-Yds,Pa-Y/A,Pa-TD,Int,Sacks,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2013,1,Away,CHI,L,21-24,97.2,26,33,78.8,282,8.5,2,2,1,2,2,1,3,0,0,0
1,2013,2,Home,PIT,W,10-20,81.7,25,45,55.6,280,6.2,1,0,0,3,10,3.3,4,0,0,0
2,2013,3,Home,GB,W,30-34,105.5,20,28,71.4,235,8.4,2,1,4,4,3,0.8,4,0,1,1
3,2013,4,Away,CLE,L,6-17,58.2,23,42,54.8,206,4.9,0,1,2,4,13,3.3,10,0,2,1
4,2013,5,Home,NE,W,6-13,81.1,20,27,74.1,212,7.9,0,1,4,6,25,4.2,9,0,0,0
5,2013,6,Away,BUF,W,27-24,105.9,26,40,65,337,8.4,3,1,3,7,17,2.4,6,0,0,0
6,2013,7,Away,DET,W,27-24,135.9,24,34,70.6,372,10.9,3,0,1,1,6,6,6,0,0,0
7,2013,8,Home,NYJ,W,9-49,125.7,19,30,63.3,325,10.8,5,1,1,0,0,0,0,0,0,0
8,2013,9,Away,MIA,L,20-22,55.4,32,53,60.4,338,6.4,0,3,5,5,12,2.4,10,0,1,1
9,2013,10,Away,BAL,L,17-20,52.2,24,51,47.1,274,5.4,2,3,5,6,22,3.7,12,0,0,0
10,2013,11,Home,CLE,W,20-41,62.7,13,27,48.1,93,3.4,3,2,0,4,0,0,1,0,0,0
11,2013,13,Away,SD,W,17-10,83.6,14,23,60.9,190,8.3,1,1,0,3,9,3,11,0,0,0
12,2013,14,Home,IND,W,28-42,120.5,24,35,68.6,275,7.9,3,0,0,5,11,2.2,8,1,0,0
13,2013,15,Away,PIT,L,20-30,86.4,25,44,56.8,230,5.2,2,0,1,4,20,5,9,0,0,0
14,2013,16,Home,MIN,W,14-42,136.2,27,38,71.1,363,9.6,4,0,2,1,10,10,10,0,0,0
15,2013,17,Home,BAL,W,17-34,62.2,21,36,58.3,281,7.8,2,4,0,6,23,3.8,9,1,0,0
0,2014,1,Away,BAL,W,23-16,98.7,25,38,65.8,301,7.9,1,0,0,6,3,0.5,3,0,0,0
1,2014,2,Home,ATL,W,10-24,116.6,15,23,65.2,252,11,1,0,0,3,6,2,4,0,0,0
2,2014,3,Home,TEN,W,7-33,68.9,15,23,65.2,169,7.3,0,1,0,3,3,1,3,0,0,0
3,2014,5,Away,NE,L,17-43,117.4,15,24,62.5,204,8.5,2,0,1,2,16,8,12,0,0,0
4,2014,6,Home,CAR,T,37-37,93.5,33,43,76.7,323,7.5,2,2,1,4,25,6.3,20,0,0,0
5,2014,7,Away,IND,L,0-27,55.4,18,38,47.4,126,3.3,0,0,3,1,0,0,0,0,0,0
6,2014,8,Home,BAL,W,24-27,89.3,21,28,75,266,9.5,0,1,2,6,14,2.3,5,2,1,1
7,2014,9,Home,JAC,W,23-33,79.1,19,31,61.3,233,7.5,2,2,2,2,11,5.5,8,0,0,0
8,2014,10,Home,CLE,L,24-3,2,10,33,30.3,86,2.6,0,3,2,3,8,2.7,4,0,0,0
9,2014,11,Away,NO,W,27-10,143.9,16,22,72.7,220,10,3,0,1,5,12,2.4,11,0,0,0
10,2014,12,Away,HOU,W,22-13,84.6,24,35,68.6,233,6.7,1,1,0,7,6,0.9,3,0,1,0
11,2014,13,Away,TB,W,14-13,60.6,19,27,70.4,176,6.5,1,3,2,3,7,2.3,5,1,0,0
12,2014,14,Home,PIT,L,42-21,128.8,21,29,72.4,302,10.4,2,0,2,4,22,5.5,20,1,1,1
13,2014,15,Away,CLE,W,30-0,53.6,14,24,58.3,117,4.9,0,1,2,2,3,1.5,2,0,0,0
14,2014,16,Home,DEN,W,28-37,93.1,17,25,68,146,5.8,2,1,0,6,25,4.2,10,0,0,0
