,Year,Week,H/A,Opp,Result,Score,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Rec,Tgt,Re-Yds,Re-Y/R,Re-Lg,Re-TD,Fum,FumL
0,2015,1,Away,JAC,W,20-9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015,2,Away,CAR,W,17-24,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2015,3,Home,NO,W,22-27,3,6,2,4,0,0,0,0,0,0,0,0,0
3,2015,4,Away,TB,W,37-23,8,25,3.1,15,0,0,0,0,0,0,0,0,0
4,2015,6,Away,SEA,W,27-23,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2015,7,Home,PHI,W,16-27,1,0,0,0,0,0,0,0,0,0,0,0,0
6,2015,8,Away,CAR,W,26-29,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2015,9,Away,CAR,W,29-37,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2015,10,Away,TEN,W,27-10,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2015,11,Away,CAR,W,16-44,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2015,12,Away,DAL,W,33-14,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2015,13,Away,NO,W,41-38,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2015,14,Away,CAR,W,0-38,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2015,15,Away,NYG,W,38-35,14,59,4.2,26,0,2,2,34,17,20,0,0,0
14,2015,16,Away,ATL,L,13-20,5,49,9.8,31,0,1,1,7,7,7,0,0,0
15,2015,17,Home,TB,W,10-38,14,44,3.1,11,1,2,2,17,8.5,12,0,0,0
0,2016,1,Away,DEN,L,20-21,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2016,2,Away,CAR,W,27-46,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2016,3,Home,MIN,L,22-10,12,47,3.9,12,0,1,1,11,11,11,0,0,0
3,2016,4,Away,ATL,L,33-48,6,12,2,5,0,0,0,0,0,0,0,0,0
4,2016,5,Home,TB,L,17-14,18,85,4.7,14,2,0,0,0,0,0,0,0,0
5,2016,6,Away,NO,L,38-41,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2016,8,Away,CAR,W,20-30,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2016,9,Away,LAR,W,13-10,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2016,10,Away,CAR,L,20-17,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2016,11,Away,CAR,W,20-23,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2016,12,Away,OAK,L,32-35,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2016,13,Away,SEA,L,7-40,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2016,14,Away,CAR,W,16-28,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2016,15,Away,WAS,W,26-15,-,-,-,-,-,-,-,-,-,-,-,-,-
14,2016,16,Away,CAR,L,33-16,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2016,17,Away,TB,L,16-17,-,-,-,-,-,-,-,-,-,-,-,-,-
0,2017,1,Away,SF,W,23-3,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2017,2,Away,CAR,W,3-9,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2017,3,Away,CAR,L,34-13,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2017,4,Away,NE,W,33-30,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2017,5,Away,DET,W,27-24,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2017,6,Home,PHI,L,28-23,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2017,7,Away,CHI,L,3-17,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2017,8,Away,TB,W,17-3,4,8,2,11,0,1,1,2,2,2,0,0,0
8,2017,9,Home,ATL,W,17-20,1,3,3,3,0,0,0,0,0,0,0,0,0
9,2017,10,Home,MIA,W,21-45,7,68,9.7,43,1,0,0,0,0,0,0,0,0
10,2017,12,Away,NYJ,W,35-27,1,0,0,0,0,0,0,0,0,0,0,0,0
11,2017,13,Away,NO,L,21-31,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2017,14,Home,MIN,W,24-31,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2017,15,Home,GB,W,24-31,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2017,16,Home,TB,W,19-22,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2017,17,Away,ATL,L,10-22,5,16,3.2,12,0,0,0,0,0,0,0,0,0
0,2018,1,Away,CAR,W,8-16,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2018,2,Away,ATL,L,24-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,3,Home,CIN,W,21-31,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2018,5,Away,CAR,W,31-33,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2018,6,Away,WAS,L,17-23,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2018,7,Away,PHI,W,21-17,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2018,8,Away,CAR,W,21-36,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2018,9,Away,CAR,W,28-42,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2018,10,Away,PIT,L,21-52,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2018,11,Away,DET,L,19-20,1,1,1,1,0,0,0,0,0,0,0,0,0
10,2018,12,Home,SEA,L,30-27,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2018,13,Away,TB,L,17-24,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2018,14,Away,CLE,L,20-26,1,5,5,5,0,0,0,0,0,0,0,0,0
13,2018,15,Home,NO,L,12-9,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2018,16,Home,ATL,L,24-10,1,7,7,7,0,1,2,13,13,13,0,0,0
15,2018,17,Away,NO,W,33-14,16,56,3.5,15,1,2,2,2,1,3,0,0,0
