,Year,Week,H/A,Opp,Result,Score,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Rec,Tgt,Re-Yds,Re-Y/R,Re-Lg,Re-TD,Fum,FumL
0,2014,1,Away,NYJ,L,14-19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2014,2,Home,HOU,L,30-14,1,6,6,6,0,0,0,0,0,0,0,0,0
2,2014,3,Away,NE,L,9-16,3,1,0.3,1,0,0,0,0,0,0,0,0,0
3,2014,4,Home,MIA,L,38-14,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2014,6,Home,SD,L,31-28,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2014,7,Home,ARI,L,24-13,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2014,8,Away,CLE,L,13-23,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2014,9,Away,SEA,L,24-30,0,0,0,0,0,2,2,12,6,13,0,0,0
8,2014,10,Home,DEN,L,41-17,2,4,2,3,0,1,1,7,7,7,0,0,0
9,2014,11,Away,SD,L,6-13,4,43,10.8,23,0,3,4,16,5.3,10,0,0,0
10,2014,12,Home,KC,W,20-24,4,112,28,90,2,0,0,0,0,0,0,1,0
11,2014,13,Away,STL,L,0-52,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2014,14,Home,SF,W,13-24,23,76,3.3,16,0,2,2,9,4.5,5,0,0,0
13,2014,15,Away,KC,L,13-31,12,59,4.9,25,0,2,6,17,8.5,11,0,0,0
14,2014,16,Home,BUF,W,24-26,23,86,3.7,25,0,3,4,22,7.3,19,0,0,0
15,2014,17,Away,DEN,L,14-47,10,37,3.7,8,0,4,4,60,15,46,0,0,0
0,2015,1,Home,CIN,L,33-13,11,44,4,12,0,7,7,36,5.1,11,0,0,0
1,2015,2,Home,BAL,W,33-37,15,65,4.3,9,1,3,3,22,7.3,12,0,0,0
2,2015,3,Away,CLE,W,27-20,26,139,5.3,54,1,1,1,10,10,10,0,0,0
3,2015,4,Away,CHI,L,20-22,15,49,3.3,8,0,3,5,12,4,11,0,0,0
4,2015,5,Home,DEN,L,16-10,13,39,3,11,0,3,4,18,6,14,0,0,0
5,2015,7,Away,SD,W,37-29,15,85,5.7,24,1,1,1,1,1,1,0,0,0
6,2015,8,Home,NYJ,W,20-34,20,113,5.7,26,0,1,2,6,6,6,0,0,0
7,2015,9,Away,PIT,L,35-38,17,96,5.6,44,0,2,2,-1,-0.5,3,0,2,1
8,2015,10,Home,MIN,L,30-14,12,48,4,14,0,5,5,29,5.8,8,0,0,0
9,2015,11,Away,DET,L,13-18,13,28,2.2,16,1,0,0,0,0,0,0,0,0
10,2015,12,Away,TEN,W,24-21,22,59,2.7,8,0,1,3,23,23,23,0,0,0
11,2015,13,Home,KC,L,34-20,20,86,4.3,35,1,4,6,11,2.8,9,0,2,0
12,2015,14,Away,DEN,W,15-12,16,27,1.7,7,0,0,1,0,0,0,0,0,0
13,2015,15,Home,GB,L,30-20,21,78,3.7,22,0,1,2,2,2,2,0,0,0
