,Year,Week,H/A,Opp,Result,Score,Rec,Tgt,Re-Yds,Re-Y/R,Re-LG,Re-TD,Ru-Att,Ru-Yds,Ru-Y/A,Ru-Lg,Ru-TD,Fum,FumL
0,2015,1,Home,TEN,L,42-14,2,4,14,7,12,0,0,0,0,0,0,0,0
1,2015,2,Away,NO,W,26-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,3,Away,HOU,L,9-19,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2015,4,Home,CAR,L,37-23,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2015,5,Away,TB,W,31-38,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2015,7,Away,WAS,L,30-31,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2015,8,Away,ATL,W,23-20,3,6,14,4.7,6,0,0,0,0,0,0,0,0
7,2015,9,Home,NYG,L,32-18,5,5,55,11,16,0,0,0,0,0,0,0,0
8,2015,10,Home,DAL,W,6-10,2,3,25,12.5,19,0,0,0,0,0,0,0,0
9,2015,11,Away,PHI,W,45-17,4,5,50,12.5,27,0,0,0,0,0,0,0,0
10,2015,12,Away,IND,L,12-25,2,3,20,10,11,0,0,0,0,0,0,0,0
11,2015,13,Home,ATL,W,19-23,1,1,6,6,6,0,0,0,0,0,0,0,0
12,2015,14,Home,NO,L,24-17,1,3,6,6,6,1,0,0,0,0,0,0,0
13,2015,15,Away,STL,L,23-31,6,6,60,10,14,0,0,0,0,0,0,0,0
14,2015,16,Home,CHI,L,26-21,1,2,10,10,10,0,0,0,0,0,0,0,0
15,2015,17,Away,CAR,L,10-38,0,2,0,0,0,0,0,0,0,0,0,0,0
0,2016,1,Away,ATL,W,31-24,3,5,34,11.3,26,0,1,7,7,7,0,0,0
1,2016,2,Away,ARI,L,7-40,6,8,67,11.2,24,0,0,0,0,0,0,0,0
2,2016,3,Home,LAR,L,37-32,9,12,100,11.1,31,0,0,0,0,0,0,0,0
3,2016,4,Home,DEN,L,27-7,1,4,4,4,4,0,0,0,0,0,0,0,0
4,2016,5,Away,CAR,W,17-14,1,2,11,11,11,0,0,0,0,0,0,0,0
5,2016,7,Away,SF,W,34-17,2,3,17,8.5,11,0,1,6,6,6,0,2,0
6,2016,8,Home,OAK,L,30-24,3,4,58,19.3,42,0,0,0,0,0,0,0,0
7,2016,9,Home,ATL,L,43-28,5,7,46,9.2,12,1,0,0,0,0,0,0,0
8,2016,10,Home,CHI,W,10-36,5,8,46,9.2,14,0,1,2,2,2,0,0,0
9,2016,11,Away,KC,W,19-17,4,7,47,11.8,18,0,0,0,0,0,0,0,0
10,2016,12,Home,SEA,W,5-14,1,1,18,18,18,0,2,3,1.5,8,0,1,0
11,2016,13,Away,SD,W,28-21,2,2,19,9.5,12,0,0,0,0,0,0,0,0
12,2016,14,Away,TB,W,11-16,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2016,15,Away,DAL,L,20-26,2,5,49,24.5,42,1,0,0,0,0,0,0,0
14,2016,16,Away,NO,L,24-31,1,2,12,12,12,0,0,0,0,0,0,0,0
15,2016,17,Home,CAR,W,16-17,10,13,94,9.4,28,0,0,0,0,0,0,0,0
0,2017,1,Away,MIA,-,,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2017,2,Home,CHI,W,7-29,2,3,18,9,9,0,0,0,0,0,0,0,0
2,2017,3,Away,MIN,L,17-34,6,10,68,11.3,17,0,0,0,0,0,0,0,0
3,2017,4,Home,NYG,W,23-25,6,7,70,11.7,38,0,0,0,0,0,0,0,0
4,2017,5,Home,NE,L,19-14,3,5,51,17,20,0,0,0,0,0,0,0,0
5,2017,6,Away,ARI,L,33-38,6,7,51,8.5,27,0,0,0,0,0,0,0,0
6,2017,7,Away,BUF,L,27-30,2,3,13,6.5,8,0,0,0,0,0,0,1,1
7,2017,8,Home,CAR,L,17-3,4,6,26,6.5,11,0,0,0,0,0,0,0,0
8,2017,9,Away,NO,L,10-30,2,2,14,7,9,0,0,0,0,0,0,0,0
9,2017,10,Home,NYJ,W,10-15,2,4,17,8.5,13,0,0,0,0,0,0,0,0
10,2017,11,Away,MIA,W,30-20,2,4,11,5.5,8,0,0,0,0,0,0,0,0
11,2017,12,Away,ATL,L,20-34,4,6,38,9.5,19,0,0,0,0,0,0,0,0
12,2017,13,Away,GB,L,20-26,4,4,33,8.3,12,0,0,0,0,0,0,0,0
13,2017,14,Home,DET,L,24-21,3,3,25,8.3,10,0,0,0,0,0,0,0,0
14,2017,15,Home,ATL,L,24-21,5,5,43,8.6,16,1,1,6,6,6,0,0,0
15,2017,16,Away,CAR,L,19-22,3,3,51,17,36,0,0,0,0,0,0,0,0
16,2017,17,Home,NO,W,24-31,7,11,102,14.6,43,0,0,0,0,0,0,0,0
0,2018,1,Away,NO,W,48-40,3,5,27,9,20,0,0,0,0,0,0,0,0
1,2018,2,Home,PHI,W,21-27,1,2,8,8,8,0,0,0,0,0,0,0,0
2,2018,3,Home,PIT,L,30-27,3,5,30,10,16,0,1,4,4,4,0,0,0
3,2018,4,Away,CHI,L,10-48,6,7,36,6,11,0,0,0,0,0,0,0,0
4,2018,6,Away,ATL,L,29-34,3,4,82,27.3,51,0,0,0,0,0,0,0,0
5,2018,7,Home,CLE,W,23-26,4,9,37,9.3,12,0,0,0,0,0,0,0,0
6,2018,8,Away,CIN,L,34-37,7,10,76,10.9,17,0,0,0,0,0,0,0,0
7,2018,9,Away,CAR,L,28-42,8,8,82,10.3,30,2,1,7,7,7,0,0,0
8,2018,10,Home,WAS,L,16-3,2,3,53,26.5,29,0,0,0,0,0,0,0,0
